band_num,date_resighted,location,observer,status,comments,Brood instead of Resightings
1107-16389,28-05-1996,Nest022 (island),SWL,23 incubated,N/A,Resightings
1107-16389,24-07-1996,Pd90,VL,W1 III,@1720,Resightings
1107-16389,25-04-1997,Pd1W,SWL,Paired,@1101,Resightings
1107-16389,23-06-1997,Pd90,STR,3IIb's,@1000,Resightings
1107-16389,17-06-1997,Nest 343 (island),Shub buster,7 hatched 20 june,N/A,Resightings
1107-16389,28-06-1997,Pd90,STR,W3IIc,N/A,Resightings
1107-16389,20-04-1998,Pd1W,SWL,Paired,@1640,Resightings
1107-16389,27-04-1998,Pd1,SWL,Paired,@1140,Resightings
1107-16390,06-08-1995,Pd 7040,SWL,5IIC,caught in bait trap @1541,Resightings
1107-16390,27-04-1996,Pd1W,RGC,Paired,flushed in 3 bird flight,Resightings
1107-16390,30-04-1996,Pd 108,RGC,Paired,N/A,Resightings
1107-16390,30-04-1996,Pd1E,RGC,Paired,N/A,Resightings
1107-16390,04-05-1996,140,RGC,Paired,@1000,Resightings
1107-16390,15-05-1996,Northeast of 5056,SWL,Paired,@1628,Resightings
1107-16391,10-06-1995,1.25NNE of study area,SWL,Alive,Telemetry,Resightings
1107-16392,25-07-1995,Nest 319,"RGC, JC",N/A,21 days incubating found telemetry,Resightings
1107-16392,30-08-1995,East of North side study area,SWL,7IIB's,N/A,Resightings
1107-16393,28-06-1995,Pd1,VL,10Ia's,Full @0927,Resightings
1107-16393,30-06-1995,Pd1,RGC,10IA's,@1840,Resightings
1107-16393,05-07-1995,Pd1,RGC,10Ic's,@0930,Resightings
1107-16393,05-07-1995,Pd1,JC,>= IIIa-b,Partial,Resightings
1107-16393,10-07-1995,Pd1,RGC,10IIa's,@1510,Resightings
1107-16393,15-07-1995,Pd1,RGC,10IIa's,@1330,Resightings
1107-16393,25-07-1995,Pd1,STR,10IIb's,@1445,Resightings
1107-16393,28-07-1995,1W,STR,10IIc's,@0939,Resightings
1107-16393,28-07-1995,1E,VL,10IIc's,@1000,Resightings
1107-16393,15-08-1995,Northweast Pd1,JC,10III's,Full count,Resightings
1107-16393,21-06-1996,#208 island,N/A,N/A,Removed implant,Resightings
1107-16394,30-06-1995,Pd90,SWL,1 IB,@1720,Resightings
1107-16394,09-06-1995,Pd90,STR,7IC's,"@0950 (18-05-1996 Niobrara river, Nebraska in a Catfish stomach, reported by a fisherman)",Resightings
1107-16395,30-06-1995,Pd67,SWL,alone,@1010,
1107-16395,08-07-1995,Pd20,SWL,W2 male mall,@0714,
1107-16395,10-05-1996,Pd245,ALF,Paired,@1000,
1107-16395,20-06-1996,Pd26,SWL,Paired,@1625,
1107-16395,26-06-1996,Nest 361,"VL, JM",7 eggs,@1047,
1107-16395,22-18-1996,Pd 65,MG,w IIIb,@1150,"Rodrigo left off here, Abby begins"
1107-16396,1995,nested SE of Boussiere's,NA,(hatched),,
1107-16396,NA,NA,NA,NA,SEE BROOD OBS 95,
1107-16396,NA,NA,NA,NA,No brood seen,
1107-16396,1995-07-20,2 mi SW study area,JC,alone,sticky note: Remove off area SWL 99,
1107-16397,1995,nested NE pd 50,NA,NA,NA,
1107-16397,NA,NA,NA,NA,SEE BROOD OBS 95,
1107-16397,1995-07-08,pd 50,SWL,greater equal to 5 Ic,Partial yng running around in uplands,
1107-16397,1995-07-28,pd 50,STR/JC,IIB male (STD 3137),caught in Brood drive,
1107-16397,1995-08-13,pd 50,STR,III female (STD 3139),caught in Brood drive,
1107-16398,NA,NA,NA,NA,SEE BROOD OBS 95,
1107-16398,1995-08-12,1 mi SSE of study area,STR,8 III,Full *sticky note: remove off area SWL 99,
1107-16399,1995,SW of pd 25 S,NA,(hatched),NA,
1107-16399,1995-08-05,1 1/4 mi SSE study area,SWL,2 IIc,partial count,
1107-16400,1995,nested 25 m NE TRES box #91 ,NA,(hatched),NA,
1107-16400,NA,NA,NA,NA,SEE BROOD OBS 95,
1107-16400,1995-08-16,SW of Labreques,JC,5 III,Full  ,
1107-16401,1995,nested between pd 1 and W blind,NA,(hatched),NA,
1107-16401,NA,NA,NA,NA,SEE BROOD OBS 95,
1107-16401,1995-07-08,SW pd 1,SWL,greater or equal to 7 IA,partial count,
1107-16401,1995-07-10,SW arthur Denis,"SWL, STR",female dead,NA,
1107-16402,1995,nested N of pd 94,NA,(hatched),NA,
1107-16402,NA,NA,NA,NA,SEE BROOD OBS 95,
1107-16402,1995-06-07,1 pd E of pd 94,RGC,NA,Full (PR) on Rat house,
1107-16402,1996-05-15,pd 94,MG,paired,see other 94 combo,
1107-16402,1996-05-15,350m E pd 5056,SWL,PR,@ 1707,
1107-16402,1996-08-11,Pd 65,MG,w 4 IIA,NA,
1107-16402,1996-08-18,Pd 65,SWL,w 3 IIb,@ 1035,
1107-16402,1996-08-22,pd 65,VL,2 3 IIb,@ 1605,
1107-16402,1997-04-25,pd 67,SWL,PR,@ 1444,
1107-16402,1997-07-26,nest 676 E pd 67,NA,NA,combo switched; freq: 2450,
1107-16402,1997-07-30,Nest,SWL,5 hatch/gone,NA,
1107-16402,1997-08-30,pd 5338,STR,3 IIb,@ 1045,
1107-16402,NA,NA,NA,NA,SEE 97 BROOD OBS ,
1107-16402,NA,NA,NA,NA,* This female's entire history assumed correct (and other female 1107-16365 was deleted from data for resightings),
1107-16403,1995,nested 1/4 mile ESE of Boussiere's ,NA,(hatched),NA,
1107-16403,1995-08-10,pd SSW 1/2 mi SWL of Boussiere's,SWL,4 IIc's,*sticky note: Not included in survuval data base Too far out from NWA,
1107-16404,1995,nested at pd 112,NA,(hatched),NA,
1107-16404,1995-07-09,pd 125 S,SWL,9 IA's,Full,
1107-16404,1995-07-16,pd 125 S,RGC,5 Ib's,@ ?,
1107-16404,NA,NA,NA,NA,SEE Brood OBS 95,
1107-16404,1995-07-26,1/4 mi NE of study area,JC,8 Ic,Full,
1107-16404,1996-04-30,N End pd 1 Near Trail,SWL,Found dead,NA,
1107-16405,1995-07-10,pd 1,RGC,8 Ia's,@ 1100,
1107-16405,1995-07-11,pd 25,RGC,8 Ia's,@0953,
1107-16405,1995-07-16,pd 25,KLH,greater or eqaul to 7 Ib's ,@ 1440,
1107-16405,1995-07-23,pd 25,VL,8 Ib's,@ 1517,
1107-16405,NA,NA,NA,NA,SEE Brood OBS 95,
1107-16405,1995-07-26,25,JC,8 I c's,@ 1400,
1107-16405,1995-07-28,25,JC,8 I c's,@ ?,
1107-16405,1995-08-03,pd 125 S,SWL,4 Ic's,@ 1536,
1107-16405,1995-08-24,Skomar's pd,JC,8 III,Full,
1107-16405,1996-05-24,NW side of pd 90 in bushes,NA,NA,Nasal tags/ transmitter found while beating bush for nests,
1107-16406,1995,nested at SE edge of W bluff,NA,(hatched),NA,
1107-16406,1995-07-08,SW pd 1,STR,9 IA,Full,
1107-16406,1995-07-17,NE pd 1,SWL,7 IC,Partial,
1107-16406,NA,NA,NA,NA,SEE Brood OBS 95,
1107-16406,1996-06-04,island nest #020,NA,hatched,(impant removed),
1107-16406,1997-04-25,pd 1 W,SWL,PR,@ 1058,
1107-16406,1997-05-28,first pd SW of Boussiere's driveway,SWL,PR,@ 1806,
1107-16406,1997-07-18,nest 558 island,SWL/STR,trapped,NA,
1107-16406,NA,NA,NA,NA,See Brood Obs 1997 freq: 2.551,
1107-16406,1997-10-11,lge wetlland 2.5 mi NWof NWA,NA,female shot,"Nasals tags, band and mauser recovered",
1107-16406,1997-07-24,nest,RGC,ducklings scattered,7 of 9 eggs hatched (missed webtagging),
1107-16406,1997-08-23,pd 6317,STR,w 5 IIb,@ 0850,
1107-16407,1995-07-10,Near pd 131 (Nest 275),SWL/VL,Hatching ,8 ducklings. Harrier grabbed female MALL whilst circling VL saved her?,
1107-16408,1995-07-20,pd 1,JC,9 Ia's,@ 0915,
1107-16408,NA,NA,NA,NA,SEE BROOD OBS 95,
1107-16408,1995-08-16,pd 6753,JC,44 IIA,Full,
1107-16408,1996-04-30,pd 6642,MG,PR,NA,
1107-16408,1996-05-28,Isl Nest #19,NA,NA,NA,
1107-16408,NA,NA,NA,NA,See brood obs 96 172.062,
1107-16408,Last seen 1996-07-25,pd 6753,VL,w 3 IIc,@ 1445,
1107-16408,1997-06-01,N 130 ISL,"MG,GP, JGS",CAUGHT,@ 9:00,
1107-16408,1997-06-03,N 130 ISL,NA,10 eggs ripped,greater or equal to 4 yr,
1107-16408,1997-06-03,pd 1,MG,9 Ia,@ 1600,
1107-16408,1997-07-28,2 pds N of 7044,MG,no broo,NA,
1107-16408,1998-06-25,N 219,"SWL, JJK",cont,@ 830 * new tags Impant still in female greater or equal to 4 yr from 96,
1107-16408,1999-01-01,"Shirley, Arkansas",NA,female shot,NA,
1107-16409,NA,NA,NA,NA,*no entries on this page,
1107-16417,1995,barn at nest #85 (island),NA,NA,NA,
1107-16417,1995-08-15,pd # 1,JC,with 9 III's,with brood,
1107-16417,1996-04-23,pd 1 W,RGC,pair,NA,
1107-16417,1996-05-28,nest #034,SWL,20 days inc,NA,
1107-16417,1996-06-09,pd 97,VL,7 IA,@ 0720,
1107-16417,1996-06-12,pd 128,VL,female dead,female found dead,
1107-16417,NA,NA,NA,NA,SEE BROOD OBS 96  ,
1107-16419,1995,hatched at nest #85 (island),NA,NA,NA,
1107-16419,1995-08-15,pd #1,JC,with 9 III's,with brood,
1107-16419,1996-04-30,pd #1,JC,paired,NA,
1107-16419,1996-05-30,pd 5056,SL,paired,NA,
1107-16419,1996-07-02,on nest island (Nest 209),SWL,sitting on nest,No flush @ 1315,
1107-16419,1996-07-03,NA,NA,female dead,Propofol overdose,
1107-16423,NA,NA,NA,NA,(caught in trap with possible daughter STD 3641) *sticky note: off area marked SWL 99,
1107-16424,1995,nested NW pd 50,NA,(hatched),NA,
1107-16424,1995-08-13,pd 5056,STR,found dead,"(in bait trap) STD 3643, 3645 IA's",
1107-16424,1995-08-14,pd 5056,STR,greater or equal to 3 IB's,@ 0930,
1107-16426,1995,barn at nest #19 (island),NA,Hatched?,NA,
1107-16426,1996-04-27,pd 1 N,RGC,pair,NA,
1107-16426,1996-05-16,pd 1,JC,pair,@ 13:30,
1107-16427,1995,barn at nest #19 (island),NA,NA,NA,
1107-16427,1995-08-18,pd 6642,JC,w 7 III's,"BR square Yell sqaure 
female BR oval ORG Y as well",
1107-16427,1995-08-20,pd 6642,JC,w 7 III's,"BR square Yell sqaure 
female BR oval ORG Y as well",
1107-16427,1996-11-17,"Sping Bay, Illinois",NA,female shot,*Sticky note: * missed? tags on (hunter)?,
1107-16428,1995,barn at nest #19 (island),NA,NA,NA,
1107-16428,1995-08-27,#79 E,JC,sighting with 1 male III +,@ 12:32,
1107-16441,NA,NA,NA,NA,*there are no entries on this page,
1107-16442,1995-08-18,pd 6642,JC,w 7 III's,female BR square Yell triangle as well,
1107-16442,1995-08-20,pd 6642,JC,w 7 III's,female BR square Yell triangle as well,
1107-16442,1995-08-28,pd 6642,JC,w 2 males,NA,
1107-16443,1996-06-29,nest 227 W pd 97,"STR, CDS",nest depredated,"nasal tags lost, replaced new combo",
1107-16443,1997-05-02,pd 98,"ES, RGC",PR,@ am,
1107-16443,1998-04-29,pd 97,RGC,PR,@ 2005 3yr circled,
1107-16443,1998-05-05,pd 98,RGC,PR,NA,
1107-16443,1998-05-08,pd 98,RGC,PR,@ 0950,
1107-16443,1998-05-11,pd 98,SWL,PR,@ 1304,
1107-16443,1998-05-22,pd 98,RGC,PR,@ 845,
1107-16457,1995-09-01,pd 90A,SWL,6 III's,@ 1213,
1107-16457,1996-01-05,"Reel Feet Lake, Tennesee",NA,female shot,01/05/96,
1107-16458,1996-05-10,pd 118,SWL,Pr,NA,
1107-16458,1996-05-26,20,SWL/NMG,Pr,NA,
1107-16458,1996-07-03,nest #151 W pd 20 W,STR,NA,mauser: 2.154,
1107-16458,NA,NA,NA,NA,SEE 96 BROOD OBS 172.154,
1107-16458,1996-08-08,pd 9338,MG,w 5 IIb,@ 1135,
1107-16460,Last seen 1996-07-09,pd 6753,RGC,2 IIB-C,verified by radio signal @ 1850,
1107-16460,NA,NA,NA,NA,SEE BROOD OBS 96,
1107-16460,1997-04-25,pd 1 E,SWL,PR,@ 1218,
1107-16460,1997-06-13,pd 1 SE,SWL,female alone flushed off,"Previously found Nest #195/97, @ 1428",
1107-16460,1997-06-24,Nest,RGC,4 hatch,NA,
1107-16460,1998-05-06,pd E of 90B,JGS,PR,@ 1755 100% pond E of road,
1107-16460,1999-04-16,pd 90 A,SWL/RGC,PR,100%,
1107-16460,1999-04-26,pd 1 E,RDD,PR,VG,
1107-16460,1999-07-05,N 232 ISL,RDD,7 eggs,NA,
1107-16460,1999-07-16,N 232 ISL,RGC,Aban,NA,
1107-16461,NA,NA,NA,NA,See Brood Obs-1996 172.290,
1107-16461,Last Loc 1996-08-18,1 mi E of NE side NWA,SWL,Radio Loc,@ 1515,
1107-16461,1997-04-25,pd 98,SWL,PR,@ 0915,
1107-16462,NA,NA,NA,NA,See 1996 Brood Obs 172.351,
1107-16462,1996-08-04,pd 25,SF,w 5 III,@ 1606,
1107-16462,1996-08-22,pd 66,MG,by baittrap,@ 0830,
1107-16462,1997-04-25,pd 140,MG,PR,@ am,
1107-16462,1997-04-25,pd 140,SWL,PR,@ 1042,
1107-16462,1997-05-27,"N 125 
13 L","MG, SWL",CAUGTH RADIOED,@ 1800 (10 hatched No W TAGS),
1107-16462,NA,NA,NA,NA,See 1997 Brood Obs freq: 2.022,
1107-16462,1997-07-08,pd 140,MG,w 10 IIc,@ 0700 to 1000,
1107-16462,1997-07-28,pd 90 ,STR,w 3 III,@ 1145,
1107-16462,1998-04-15,pd 1,MG,pr,@ am w mauser on back,
1107-16462,1998-04-20,pd 1,SWL,PR,@ 1530 w/ mauser,
1107-16462,1998-04-22,pd 1,SWL,PR,@ 1934 w/ mauser ,
1107-16462,1998-04-27,pd 1,SWL,PR,"@ 1050 w/mauser, greater or equal to 3 yr",
1107-16462,1998-06-10,pd 1,JGS/RGC,alone,@ 13:15 w/mauser,
1107-16462,1998-06-14,N 207,SWL/RGC,on nest,shrub bustered. mauser removed,
1107-16462,1998-06-17,N 207,SWL/JGS,"webtag, 9 eggs starred",NA,
1107-16462,1999-07-02,pd 1 E,RDD,female,100% @ 1027,
1107-16462,1999-07-28,N 163 ISL,"RGC, CJB",9 eggs,*Lost tags refitted,
1107-16462,1999-07-02,N 163 ISL,BBB/RDD,8 pipped,NA,
1107-16462,2000-03-31,pd 124,RGC,2+1 male,V.good 100%,
1107-16462,2000-04-17,1st pd SE of pd 5338,SWL,PR,V. good 99%,
1107-16462,2000-05-12,pd 1 E,BBB,PR,@ 0925 100%,
1107-16462,2000-05-13,pd 1 E,PC,Pr,1310 C,
1107-16462,2000-06-29,pd 90,BBB,M7/67/IC,@ 1045,
1107-16463,1996-06-04,nest 015,SWL,10 hatched,NA,
1107-16463,1997-04-25,pd 15,SWL,PR,@ 1235,
1107-16463,1997-06-02,Nest 016 near quanset,"MG, GP, SWL, EMS",DEAD CAUGHT IN FENCE,"@ 1515, female DEAD",
1107-16466,1996-06-08,Nest,AF/RGC,1 of 3 eggs left  behind - 2 webtagged June 6*,NA,
1107-16467,1996-06-16,Nest,SWL,*Missed webtagging*,NA,
1107-16467,1997-05-13,Pond 65,PCG,paired,@ 16:10 pm,
1107-16467,1997-07-01,Nest 405,SWL,ON Nest,"@ 1500, greater or eqaul to 3",
1107-16467,1997-07-12,Nest 405,SWL/JJK/KLG,Nest Depred. eventually,NA,
1107-16467,1997-07-23,pd 906,STR,alone,@ 1000,
1107-16467,1998-05-07,nest,JJK,on nest,"@ 1400 nest W of 6672, 98 nest #013",
1107-16467,1998-05-08,nest 901,JJK,on nest,"@ 1030, flushed on both May 7 + 8th",
1107-16467,1998-05-11,6672,JJK,PR,@ 1430 Nest Aband/Depr. greater or equal to 4yr,
1107-16468,1996-06-10,nest 014,VL,8 hatched,NA,
1107-16468,1999-08-20,pd 5338,RDD,"10 greater or equal to 2 ~ Ic's
IIA's",@ 0920,
1107-16468,1999-07-16,N 308,RGC et al,6 eggs,"Lost tags, refitted new combo",
1107-16468,1999-07-29,N 308,BAP,5 H/G,NA,
1107-16468,2000-04-27,5338,BBB,paired,excellent,
1107-16468,2000-05-02,5338,BBB,NA,excellent,
1107-16468,2000-06-07,pd 1 E,SWL,pd,@ 0825,
1107-16469,1996-06-12,Nest,RGC,9 pipped,NA,
1107-16469,1997-06-22,N 127 ISL,RGC,CAUGHT 10*d,@ 10:45,
1107-16469,1997-06-15,Pd 1 W,JGS,"webtagged
Alone",@ 17:50 Loc #59,
1107-16469,1997-06-15,Pd 1 W,RGC,Alone ,@ 17:50   ,
1107-16469,1998-06-15,on shore of Bay of Island,RGC,NA,Bird walked up toward nest 59 @ 1745,
1107-16469,1998-06-17,N 059,RGC,Full Hatch (15 eggs!),greater or equal to 3 yr,
1107-16470,1996-06-12,Nest,SWL/MG,8 pipped,NA,
1107-16470,1996-06-22,pd 5335,?,found Dead ,NA,
1107-16470,NA,NA,NA,NA,See Brood OBS 96,
1107-16471,1996-06-12,Nest,RGC,9 hatch,* D61 tags 96,
1107-16472,1996-06-17,Nest,"VL, SWL",pipped,NA,
1107-16472,1997-06-08,N 145 ISL,SWL,9 pipped (8 hatched) ,1st nest,
1107-16472,1997-07-22,NA,SWL,Renest,nest 647 Renest,
1107-16472,1997-07-28,pd 90,STR,w 4 Ia,@1105,
1107-16472,1997-08-18,pd 90,STR,11 Ib,w/ female N/t @ 0730,
1107-16472,1997-08-20,pd 90,SWL,w 5 Ic - female N/t w 6 Ic's,NA,
1107-16472,1997-08-27,pd 90,STR,11 Ic,"w/ female N/t, split 6-5 broods",
1107-16472,1997-08-22,pd 90,SWL,"w 5 IIa, other 1 female N/t w 6 IIa's",NA,
1107-16472,1998-04-22,pd 90,SWL,Pr,@ 1820,
1107-16472,1998-04-22,NW pd 1,RGC,Pr,"@ 1915, greater or equal to 4 circled",
1107-16472,1998-05-05,SW island shore,JJK,PR ,@ 1110,
1107-16472,1998-06-03,NW pd 109,RGC,Dead in crop (only skull found),Had nasal tags,
1107-16473,1996-07-06,(7144) pd 7040,SWL,w 6Ib-c,@ 0837,
1107-16474,1996-06-16,Nest,STR/MG,pipped 11,NA,
1107-16475,1996-06-18,Nest,EDS/ SWL,7 pipped,@ 1135,
1107-16476,1996-06-18,Nest,STR/VL/LB,10 pipped,NA,
1107-16477,1996-06-19,Nest,VL,Aban,NA,
1107-16477,1996-11-23,"Bayou Meto, Arkansas",NA,Shot,11-23-96,
1107-16478,1996-06-18,Nest,SWL/STR,7 pipped,NA,
1107-16479,1996-06-18,nest,"SWL, STR",7 pipped,NA,
1107-16479,1996-06-26,pd 90,SWL,w 3 Ia,@ 1713,
1107-16479,1997-06-07,N 149 ISL,"SWL, EMS","CAUGHT
10 shells pipped",@ 18:35,
1107-16479,1997-11-24,"Atchafalya Delta, NWR Louisiana ",NA,female shot,(tags intact),
1107-16480,1996-06-20,Nest,VL/SWL,10 pipped,NA,
1107-16480,1997-01-12,"Delta Wings Hunt Club, Arkansas",NA,Shot,(tags intact),
1107-16481,NA,NA,NA,NA,See 1996 BROOD OBS 172.180,
1107-16481,Last Loc 1996-07-13,1/4 mi S of pd 7040,MG,Radio Loc,NA,
1107-16481,Last seen 1996-07-01,pd 90,CDS,w 6 Ia,NA,
1107-16481,1997-04-25,pd 1 W,SWL,PR,@ 1150,
1107-16481,1999-05-23,pd 1 W,EMS,nesting,1315,
1107-16481,1997-05-27,N140 ISL,"RGC, RCG, EMS",CAUGHT RADIOED ,@ 11:10 9 hatched,
1107-16481,NA,NA,NA,NA,See BROOD OB '97,
1107-16481,1997-07-19,pd 90,SWL,w 4 IIc,@ 1110,
1107-16481,1997-07-23,pd 90,STR,w 2 III,@ 1015,
1107-16481,1998-04-15,pd 1,MG,PR,am,
1107-16481,1998-04-20,pd 1,SWL,PR,@ 1545; 4 circled,
1107-16481,1998-04-28,SW pd 1,RGC,PR,@ 1755,
1107-16481,1998-06-22,N202,"JJK, SWL",**Starred 7 eggs,@ 1750,
1107-16482,1996-06-26,Nest,VL/MG,7 pipped,@ 1700,
1107-16483,1996-07-02,Nest,NA,5 of 7 hatched,NA,
1107-16484,NA,NA,NA,NA,See 1996 Brood Obs 172.243,
1107-16484,1996-07-22,pd 65,SWL,9 IIb,one in bait trap @ 0800,
1107-16484,1996-10-?,"Kinistino, Sask",Hunter,Shot,tags intact,
1107-16485,1996-07-04,Nest,STR/SF,2 ducklings of 4 pipped found dead,NA,
1107-16485,1997-04-25,pd 67,RGC,PR,@ am,
1107-16485,1997-06-17,pd 79 E,SWL,paired,@ pm,
1107-16485,1997-10-22,pd 65,SWL,w GRN square ORG and 3 male's @ 1445,,
1107-16486,1996-07-08,S of skunk pen,SWL,female alone   ,@ 0750,
1107-16487,1996-07-08,Nest,NA,Nest abandoned/destroyed,NA,
1107-16487,Last Loc 1996-07-20,2 pd NNE of 6631,MG,Radio Loc,NA,
1107-16487,NA,NA,NA,NA,See Brood OBS 96,
1107-16487,1997-05-02,pd 90,"ES, RGC",PR,@ AM,
1107-16488,1996-07-05,Nest,NA,5 webtagged 4 eggs from Nest #208,NA,
1107-16488,1996-07-06,Nest,NA,1 only left Nest,NA,
1107-16488,"1997 May 23, June 6,19,20,21",N139 ISL,NA,"4 eggs *'d, Incubating",NA,
1107-16488,1997-06-21,Nest,RGC,obs on Nest no flush!,NA,
1107-16488,1998-05-12,pd 1 E,SWL,PR,@ 1017; 3 yr,
1107-16488,1998-06-15,pd 1 E,RGC,w/ another female MALL,Female came from N66,
1107-16488,1998-06-17,N66,RGC,Hatched,1 circled,
1107-16488,1999-06-22,N101 ISL,"RGC, MH, RDD",6 eggs,*Lost tags (replaced),
1107-16488,1999-06-30,N101 ISL,RGC,6 H/Gone,NA,
1107-16489,NA,NA,NA,NA,See Brood OBS 96,
1107-16489,Last seen 1996-08-13,1st PD E of Farm that is 1m N of Labreques,SWL,w 9IIa,@ 1203,
1107-16490,1996-07-16,bluff S of pd 50,SF,female DEAD,Killed by owl (apparently),
1107-16491,1996-07-11,Nest,STR/JM,8 pipped,NA,
1107-16492,1996-07-13,Nest,"SWL/RGC, JM",6 ducklings from nest #263 given to female to replace 8 rotten eggs,NA,
1107-16492,1997-07-23,pd 90,STR,w 2 other marked females,saw no brood,
1107-16492,1997-11-29,"Lafitte, Louissianna",NA,female shot,NA,
1107-16493,1996-07-26,pd 90,VL,w 6 Ia,@ 1425,
1107-16493,Last Loc 1996-08-29,greater or equal to 3 mi NE of pd 7040 ,MG,Radio Loc,NA,
1107-16493,NA,NA,NA,NA,See Brood OBS 96,
1107-16493,1998-04-27,pd 1 ,SWL,PR,@ 1050 (not 100%),
1107-16493,1998-05-12,pd 1,SWL,PR,@ 0950 (not 100% ON Greentri) ,
1107-16494,1996-07-12,Nest,AF/STR,6 pipped,NA,
1107-16495,1996-07-17,Nest,NA,abandoned,NA,
1107-16495,1997-04-25,1 pd NE of 4857 on opposite side of road,SWL,PR,@ 1302 (in the margins: CAUGHT),
1107-16495,1997-05-31,Nest #043,"MG,JJK,RT",BUSTER,@ 1515 *nest depr. (in the margins: CAUGHT),
1107-16496,1996-07-18,Nest,STR,Post Mauser installation,NA,
1107-16496,1996-07-18,NA,NA,Abandoned or killed went AWOL,NA,
1107-16496,NA,NA,NA,NA,SEE BROOD OBS 96,
1107-16497,1996-08-25,big pd SW of Andre Denis,MG/VL,w 7 IIb,observers drove ducklings along shoreline,
1107-16497,NA,NA,NA,NA,SEE BROOD OBS 96,
1107-16498,1996-07-19,Nest,NA,Nest abandoned   ,NA,
1107-16498,1997-04-25,pd 61,SWL,PR,@ 1652,
1107-16498,1997-05-01,pd 61,"SWL, JJK",PR,@ 1207,
1107-16498,1997-05-02,pd 61,SWL,PR,@ 1153,
1107-16498,1997-05-16,pd 61,"SWL, JJK",PR,@ 1530,
1107-16499,Last Loc 1996-09-08,Near pd 2938,MG,Radio Loc,NA,
1107-16499,NA,NA,NA,NA,SEE BROOD OBS 96,
1107-16499,1997-05-16,pd 65,SWL,PR,@ 1515 No mauser seen,
1107-16499,1997-05-26,pd 65,RGC,PR,@ 1340,
1107-16499,1997-05-27,pd 65,PCG,PR,@ 14:00,
1107-16499,1997-06-06,pd 67,PCG,PR,@ 16:30,
1107-16499,1997-07-10,S of pd 799 nest 403,SWL,NA,freq: 2.611,
1107-16499,1997-07-14,Nest,RGC,6 Hatch,NA,
1107-16499,NA,NA,NA,NA,SEE 1997 Brood Obs,
1107-16499,1997-08-15,pd 66,MG,w 6 IIa,NA,
1107-16499,1997-10-22,pd 65,SWL,w 2 female N/t and 1 male ,@ 1445,
1107-16499,1998-04-22,pd 66,RGC,Pr,@ 1715; greater or equal to 3 yr,
1107-16499,1998-05-09,pd 66,JGS,Pr,@ 1907,
1107-16499,1998-05-12,pd 50,RGC,Pr,@ 0930,
1107-16500,1996-07-25,Nest,AF/STR,7 pipped,NA,
1107-16500,1997-05-28,Nest 081,RGC,"(-7) 
2 eggs",I.D. on Nest by RGC then flushed,
1107-16500,1997-06-02,NA,"SWL,JJK, RLL",2 eggs pipped + hatched,NA,
1107-16500,1997-06-14,pd 90,SWL,2 Ic's,@ 0809,
1107-16500,1997-06-22,pd 90,MG,2 IIa-b,@ 0820,
1107-16500,1997-06-28,pd 90,SWL,w 2 IIa,@ 1046; circled 4 yr,
1107-16500,1998-05-08,pd 90,EMS,Bird found,NA,
1107-16500,NA,Nest #014 '98,NA,Dead at nest 014,*Nasal tags lost ,
1467-52326,NA,NA,NA,Dead,Methoxy overdose,
1467-52327,1996-07-26,S pd 5338,STR,w 9 III,@ 1150,
1467-52327,1996-08-09,pd 4327,MG,w 9 III,@ 1148,
1467-52327,1996-06-22,pd 20,LB/SWL,w 8 Ib,@ 1825,
1467-52327,1996-06-23,pd 1,SWL,PR,@ 1741,
1467-52328,1996-06-17,nest 012,STR,7 hatched,-missed web tagging,
1467-52329,1996-06-15,Nest,STR,8 hatched,NA,
1467-52329,1998-12-13,"Lacygne, Kansas",NA,female shot,*No nasal tags intact,
1467-52330,1996-07-26,S of pd 5338 1st pd S of powerlines in crop,STR,"w 2 other marked females: WT triangle Grn square, yell square org square",*Note this was where female was brood reared,
1467-52330,1006-06-14,Nest,SWL,2 hatched,NA,
1467-52330,1997-07-29,pd 25,EMS,alone,NA,
1467-52331,1996-06-15,Nest,MG/STR,7 pipped,NA,
1467-52331,1997-05-30,E of 1255 N 104,"GP, MG, RT, KLG, JJK",Caught,@ 14:15,
1467-52331,1997-06-02,E of 1255 N 104,NA,"10 pipped, 18 hatched",NA,
1467-52332,1996-06-18,Nest,SWL/STR,9 pipped,NA,
1467-52332,1997-05-02,pd 90,"ES, RGC",Pr,@ am,
1467-52332,1997-05-20,SW TRES Nest # 021,"RT, MG, JG, GP",identified on nest #021,@ 1530,
1467-52332,1997-06-03,Nest 021,SWL,female sitting on nest,NA,
1467-52333,1996-06-29,Nest,CDS,7 pipped,6 tagged 1 egg only starrred *nest apparently not revisited,
1467-52333,1997-04-25,pd 97,SWL,PR,@ 0915,
1467-52333,1997-05-09,pd 97,SWL/PCG,PR,@ 0945,
1467-52333,1997-06-01,pd 97,SWL,PR,@ 1350,
1467-52333,1997-06-28,pd 97/98,RGC,w 10 Ib,@ 1150,
1467-52333,1997-07-31,pd 94,STR,w 10 Ib,@ 1530,
1467-52333,1997-08-19,pd 94,STR,w 10 IIa,@ 0915,
1467-52333,1997-08-20,1 pd E of 94,SWL,w greater or equal to 9 IIb,@ 1447,
1467-52333,1997-08-23,pd 94,STR,w 10 IIb,@ 1005,
1467-52333,1998-05-19,Nest 040,JJK/JS,female found freshly killed *carcas slightly eaten,*Nasal tags intact *Webtag intact; circled 3 yr,
