,band_num,species,SPECIES,DATE,EVENT,COORDINATES,LOCATION DESCRIPTION,NOTES FOR INTEREST,
428,1016-61328,Unknown,GADW,6/18/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
429,1016-61330,Unknown,GADW,6/22/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in North Dakota in October 1998,
430,1016-61331,Unknown,GADW,6/22/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
431,1016-61332,Unknown,,,,,,,
432,1016-61334,Unknown,GADW,6/24/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
433,1016-61337,Unknown,GADW,6/25/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Mississippi in 2000,
434,1016-61338,Unknown,GADW,6/26/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in Nov 1998,
435,1016-61340,Unknown,GADW,6/29/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
436,1016-61342,Unknown,GADW,7/3/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
437,1016-61343,Unknown,GADW,7/3/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
438,1016-61344,Unknown,GADW,7/3/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
439,1016-61345,Unknown,GADW,7/6/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
440,1016-61349,Unknown,GADW,7/8/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
441,1016-61350,Unknown,GADW,7/8/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
442,1016-61353,Unknown,GADW,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
443,1016-61354,Unknown,GADW,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
444,1016-61355,Unknown,GADW,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
445,1016-61357,Unknown,GADW,7/10/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in Nov 1998,
446,1016-61359,Unknown,GADW,7/13/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
447,1016-61360,Unknown,GADW,7/13/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2000,
448,1016-61361,Unknown,GADW,7/13/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
449,1016-61362,Unknown,GADW,7/13/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
450,1016-61364,Unknown,GADW,7/13/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
451,1016-61366,Unknown,GADW,7/14/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Mississippi in 2000,
452,1016-61368,Unknown,GADW,7/14/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
453,1016-61371,Unknown,GADW,7/16/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
454,1016-61372,Unknown,GADW,7/16/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
455,1016-61377,Unknown,GADW,7/22/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
456,1016-61378,Unknown,GADW,7/22/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
457,1016-61379,Unknown,GADW,7/23/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2001,
458,1016-72003,Unknown,GADW,7/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
459,1016-72004,Unknown,GADW,7/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
460,1016-72005,Unknown,GADW,7/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
461,1016-72007,Unknown,GADW,7/10/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
462,1016-72008,Unknown,GADW,7/10/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
463,1016-72009,Unknown,GADW,7/11/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Texas in 1999,
464,1016-72011,Unknown,GADW,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
465,1016-72012,Unknown,GADW,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
466,596-68118,Unknown,LESC,7/4/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
467,596-68119,Unknown,LESC,7/5/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
468,596-68120,Unknown,LESC,7/5/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
469,596-68121,Unknown,LESC,7/5/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
470,596-68112,Unknown,LESC,6/16/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
471,596-68123,Unknown,LESC,7/5/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
472,596-68124,Unknown,LESC,7/5/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
473,596-68133,Unknown,LESC,7/19/1989,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
474,596-68172,Unknown,LESC,6/27/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
475,596-68173,Unknown,LESC,6/27/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
476,596-68182,Unknown,LESC,7/5/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
477,596-68184,Unknown,LESC,7/8/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
478,596-68185,Unknown,LESC,7/8/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",For interest: recaptured in SK in 1992,
479,596-68190,Unknown,LESC,7/16/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
480,596-68191,Unknown,LESC,7/16/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
481,596-68192,Unknown,LESC,7/16/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Recaptured in SK in 1992,
482,596-68193,Unknown,LESC,7/17/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
483,596-68197,Unknown,LESC,7/20/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
484,896-62827,Unknown,LESC,8/10/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
485,896-62833,Unknown,LESC,8/15/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
486,896-62834,Unknown,LESC,8/15/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
487,896-62835,Unknown,LESC,8/15/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
488,896-62836,Unknown,LESC,8/15/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
489,896-62837,Unknown,LESC,8/15/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
490,896-62844,Unknown,LESC,8/17/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
491,896-62846,Unknown,LESC,8/20/1990,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
492,896-62864,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
493,896-62865,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
494,896-62869,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
495,896-62872,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
496,896-62873,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
497,896-62874,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
498,896-62877,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
499,896-62878,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
500,896-62879,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
501,896-62882,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
502,896-62883,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
503,896-62886,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
504,896-62899,Unknown,LESC,7/8/1991,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
505,896-62900,Unknown,LESC,7/11/1991,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
506,896-75101,Unknown,LESC,7/14/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
507,896-75102,Unknown,LESC,7/14/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
508,896-75103,Unknown,LESC,7/15/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
509,896-75104,Unknown,LESC,7/18/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
510,896-75107,Unknown,LESC,7/22/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Recaptured in SK in Jul 1992 and then shot in Louisiana Nov 1992,
511,896-75129,Unknown,LESC,8/9/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
512,896-75131,Unknown,LESC,8/9/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Recaptured in SK in Jul 1992,
513,896-75142,Unknown,LESC,6/22/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
514,896-75151,Unknown,LESC,7/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
515,896-75154,Unknown,LESC,7/9/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
516,896-75158,Unknown,LESC,7/14/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
517,896-75160,Unknown,LESC,7/15/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
518,896-75161,Unknown,LESC,7/23/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
519,896-75162,Unknown,LESC,7/30/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
520,896-75175,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
521,896-75171,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
522,896-75138,Unknown,LESC,9/9/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
523,896-62850,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
524,896-62851,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
525,896-62852,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
526,896-62857,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
527,896-62858,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
528,896-62859,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
529,896-75755,Unknown,,,,,,,
530,896-75174,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
531,896-75172,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
532,896-75176,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
533,896-75177,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
534,896-75178,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
535,896-75179,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
536,896-75173,Unknown,LESC,8/7/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
537,896-75186,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
538,896-75187,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
539,896-75191,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
540,896-75192,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
541,896-75194,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
542,896-75197,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
543,896-75199,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
544,896-75200,Unknown,LESC,9/3/1992,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas Dec 1992,
545,896-62884,Unknown,LESC,8/23/1990,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Recaptured in SK in 1992 and then shot in Louisiana in 1994,
546,686-13933,Unknown,LESC,7/17/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
547,986-13988,Unknown,,,,,,,
548,686-13990,Unknown,LESC,7/5/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
549,896-75202,Unknown,LESC,6/16/1993,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
550,896-75203,Unknown,LESC,6/23/1993,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
551,1016-61312,Unknown,LESC,7/15/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Texas in 1998,
552,1016-61313,Unknown,LESC,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
553,1016-61314,Unknown,LESC,7/17/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
554,1016-61317,Unknown,LESC,7/21/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
555,1016-61320,Unknown,LESC,7/23/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
556,1016-61322,Unknown,LESC,7/25/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
557,1016-61323,Unknown,LESC,7/25/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
558,1016-61326,Unknown,LESC,8/4/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
559,1016-01336,Unknown,,,,,,,
560,1016-61339,Unknown,LESC,6/29/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
561,1016-61347,Unknown,LESC,7/8/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
562,1016-61348,Unknown,LESC,7/8/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
563,1016-61351,Unknown,LESC,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Utah in 1999,
564,1016-61352,Unknown,LESC,7/9/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
565,1016-61356,Unknown,LESC,7/10/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
566,1016-61365,Unknown,LESC,7/14/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
567,1016-61370,Unknown,LESC,7/15/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
568,1016-61375,Unknown,LESC,7/22/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
569,1016-61376,Unknown,LESC,7/22/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
570,1016-61380,Unknown,LESC,7/28/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
571,1016-61382,Unknown,LESC,7/29/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
572,1016-72006,Unknown,LESC,7/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
573,896-75205,Unknown,LESC,7/8/1993,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
574,896-75214,Unknown,LESC,6/27/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
575,896-75222,Unknown,LESC,7/13/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
576,896-75223,Unknown,LESC,7/16/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
577,896-75258,Unknown,LESC,8/5/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
578,896-75276,Unknown,LESC,8/10/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
579,896-75298,Unknown,LESC,7/14/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
580,896-75352,Unknown,LESC,9/1/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
581,896-75369,Unknown,LESC,7/9/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2001,
582,896-75371,Unknown,LESC,8/9/1991,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Recaptured in SK in 1996,
583,896-75372,Unknown,LESC,7/12/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
584,896-75374,Unknown,LESC,7/15/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
585,896-75375,Unknown,LESC,7/15/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
586,896-75376,Unknown,LESC,7/16/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
587,896-75377,Unknown,LESC,7/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Alabama in 1997,
588,896-75388,Unknown,LESC,8/28/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
589,896-75436,Unknown,LESC,7/10/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
590,896-75439,Unknown,LESC,7/13/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
591,896-75442,Unknown,LESC,7/15/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
592,896-75456,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Minnesota in 2001,
593,896-75461,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
594,896-75464,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
595,896-75465,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
596,896-75468,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
597,896-75473,Unknown,LESC,9/14/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
598,896-75472,Unknown,LESC,9/14/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
599,1016-61383,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
600,1016-61389,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana Nov 1998,
601,1016-61392,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
602,1016-61395,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
603,1016-72101,Unknown,LESC,,,,,,
604,1016-72013,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
605,1016-72014,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
606,1016-72016,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
607,1016-72018,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
608,1016-72020,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
609,1016-72026,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in SK in 2000,
610,1016-72031,Unknown,LESC,8/27/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
611,1016-91398,Unknown,,,,,,,
612,985-06606,Unknown,,,,,,,
613,1056-37108,Unknown,LESC,6/30/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
614,1056-37113,Unknown,LESC,7/3/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
615,1056-37116,Unknown,LESC,7/5/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
616,1056-37124,Unknown,LESC,7/12/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
617,1056-37126,Unknown,LESC,7/14/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
618,1056-37138,Unknown,LESC,8/30/1999,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
619,1056-37161,Unknown,,,,,,,
620,1056-37159,Unknown,LESC,7/10/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
621,1056-37157,Unknown,LESC,7/5/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Shot in Louisiana Nov 2001,
622,1056-37165,Unknown,,,,,,,
623,1056-37171,Unknown,LESC,7/25/2000,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
624,DONE,Unknown,,,,,,,
625,1447-40124,Unknown,MALL,8/26/1986,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
626,1467-52310,Unknown,MALL,5/27/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
627,1467-52311,Unknown,MALL,5/29/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",Found dead in SK in 1994,
628,1467-52314,Unknown,MALL,6/20/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
629,1467-52316,Unknown,MALL,6/24/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
630,1467-52317,Unknown,MALL,7/3/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
631,1467-52321,Unknown,MALL,7/10/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
632,1467-52322,Unknown,MALL,7/10/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
633,1107-16302,Unknown,MALL,6/1/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
634,1107-16303,Unknown,MALL,6/7/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
635,1107-16304,Unknown,MALL,6/24/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
636,1107-16305,Unknown,MALL,6/26/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
637,1107-16306,Unknown,MALL,7/3/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
638,1107-16307,Unknown,MALL,7/3/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
639,1107-16308,Unknown,MALL,7/6/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
640,1107-16309,Unknown,MALL,7/13/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
641,1107-16312,Unknown,MALL,8/18/1992,orig bndg,52.25 -106.08333,"Nr Vonda, Saskatchewan, Canada",,
642,1107-16320,Unknown,MALL,6/10/1993,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
643,1107-16321,Unknown,MALL,7/8/1993,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
