,band_num,species,SPECIES,DATE,EVENT,COORDINATES,LOCATION DESCRIPTION,NOTES FOR INTEREST,
644,1107-16322,Unknown,MALL,7/13/1993,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Texas in 1994,
645,1107-16323,Unknown,MALL,5/24/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
646,1107-16324,Unknown,MALL,5/26/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
647,1107-16325,Unknown,MALL,5/26/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas -- date unclear,
648,1107-16326,Unknown,MALL,6/3/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
649,1107-16327,Unknown,MALL,6/10/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
650,1107-16328,Unknown,MALL,6/21/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Found dead in SK in 1995,
651,1107-16329,Unknown,MALL,6/22/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
652,1107-16330,Unknown,MALL,7/7/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
653,1107-16331,Unknown,MALL,7/9/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
654,1107-16332,Unknown,,,,,,,
655,1107-16333,Unknown,MALL,7/15/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
656,1107-16334,Unknown,MALL,7/11/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
657,1107-16335,Unknown,MALL,7/20/1994,orig bndg,50.41667 -104.41667,"PILOT BUTTE, Saskatchewan, Canada",,
658,1107-16336,Unknown,MALL,7/20/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
659,1107-16338,Unknown,MALL,7/27/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
660,1107-16341,Unknown,MALL,7/29/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Illinois in 2000,
661,1107-16342,Unknown,MALL,7/29/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
662,1107-16345,Unknown,MALL,8/4/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
663,1107-16346,Unknown,MALL,8/4/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
664,1107-16365,Unknown,MALL,8/20/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
665,1107-16382,Unknown,MALL,8/26/1994,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
666,1107-16388,Unknown,MALL,6/2/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
667,1107-16389,Unknown,MALL,5/29/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
668,1107-16390,Unknown,MALL,6/1/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
669,1107-16391,Unknown,MALL,6/1/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
670,1107-16392,Unknown,MALL,6/4/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in Nov 1995,
671,1107-16393,Unknown,MALL,6/17/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
672,1107-16394,Unknown,MALL,6/18/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Died in Nebraska in 1996,
673,1107-16395,Unknown,MALL,6/19/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
674,1107-16396,Unknown,MALL,6/20/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
675,1107-16397,Unknown,MALL,6/21/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
676,1107-16398,Unknown,MALL,6/21/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
677,1107-16399,Unknown,MALL,6/22/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
678,1107-16400,Unknown,MALL,6/28/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
679,1107-16401,Unknown,MALL,7/3/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
680,1107-16402,Unknown,MALL,5/27/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
681,1107-16403,Unknown,MALL,7/6/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
682,1107-16404,Unknown,MALL,7/6/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
683,1107-16405,Unknown,MALL,7/7/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
684,1107-16406,Unknown,MALL,7/7/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
685,1107-16407,Unknown,MALL,7/7/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
686,1107-16408,Unknown,MALL,7/11/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 1999,
687,1107-16409,Unknown,MALL,7/22/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
688,1107-16417,Unknown,MALL,7/31/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Bird found dead in SK 1996,
689,1107-16419,Unknown,MALL,7/31/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Died during handling when retrapped in SK 1996,
690,1107-16423,Unknown,MALL,8/3/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
691,1107-16424,Unknown,MALL,8/4/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
692,1107-16426,Unknown,MALL,8/6/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
693,1107-16427,Unknown,MALL,8/6/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Illinois in 1996,
694,1107-16428,Unknown,MALL,8/6/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
695,1107-16441,Unknown,MALL,8/12/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
696,1107-16442,Unknown,MALL,8/13/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
697,1107-16443,Unknown,MALL,8/14/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
698,1107-16457,Unknown,MALL,8/17/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Tennessee in 1996,
699,1107-16458,Unknown,MALL,8/29/1995,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
700,1107-16460,Unknown,MALL,5/24/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
701,1107-16461,Unknown,MALL,5/31/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
702,1107-16462,Unknown,MALL,6/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
703,1107-16463,Unknown,MALL,6/4/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
704,1107-16466,Unknown,MALL,6/6/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
705,1107-16467,Unknown,MALL,6/7/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
706,1107-16468,Unknown,MALL,6/8/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
707,1107-16469,Unknown,MALL,6/10/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
708,1107-16470,Unknown,MALL,6/10/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
709,1107-16471,Unknown,MALL,6/13/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
710,1107-16472,Unknown,MALL,6/12/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
711,1107-16473,Unknown,MALL,6/16/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
712,1107-16474,Unknown,MALL,6/16/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
713,1107-16475,Unknown,MALL,6/16/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
714,1107-16476,Unknown,MALL,6/16/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
715,1107-16477,Unknown,MALL,6/17/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas Nov 1996,
716,1107-16478,Unknown,MALL,6/17/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
717,1107-16479,Unknown,MALL,6/17/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in Nov 1997,
718,1107-16480,Unknown,MALL,6/20/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 1997,
719,1107-16481,Unknown,MALL,6/21/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
720,1107-16482,Unknown,MALL,6/26/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
721,1107-16483,Unknown,MALL,6/28/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
722,1107-16484,Unknown,MALL,6/29/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in SK Oct 1996,
723,1107-16485,Unknown,MALL,6/29/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
724,1107-16486,Unknown,MALL,6/30/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
725,1107-16487,Unknown,MALL,7/5/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
726,1107-16488,Unknown,MALL,7/5/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
727,1107-16489,Unknown,MALL,7/6/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
728,1107-16490,Unknown,,,,,,,
729,1107-16491,Unknown,MALL,7/11/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
730,1107-16492,Unknown,MALL,7/11/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in 1997,
731,1107-16493,Unknown,MALL,7/11/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
732,1107-16494,Unknown,MALL,7/12/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
733,1107-16495,Unknown,MALL,7/17/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
734,1107-16496,Unknown,MALL,7/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
735,1107-16497,Unknown,MALL,7/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
736,1107-16498,Unknown,MALL,7/19/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
737,1107-16499,Unknown,MALL,7/21/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
738,1107-16500,Unknown,MALL,7/25/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
739,1467-52326,Unknown,,,,,,,
740,1467-52327,Unknown,MALL,6/12/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
741,1467-52328,Unknown,MALL,6/13/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
742,1467-52329,Unknown,MALL,6/14/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Kansas in 1998,
743,1467-52330,Unknown,MALL,6/14/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
744,1467-52331,Unknown,MALL,6/15/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
745,1467-52332,Unknown,MALL,6/18/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
746,1467-52333,Unknown,MALL,6/26/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
747,1467-52334,Unknown,MALL,6/27/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
748,1467-52335,Unknown,MALL,7/1/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
749,1467-52336,Unknown,MALL,7/1/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
750,1467-52337,Unknown,MALL,7/1/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
751,1467-52338,Unknown,MALL,7/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
752,1467-52339,Unknown,MALL,7/3/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
753,1467-52340,Unknown,MALL,7/8/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
754,1467-52341,Unknown,MALL,7/8/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
755,1467-52342,Unknown,MALL,7/14/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2000,
756,1467-52343,Unknown,MALL,7/28/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
757,1467-52344,Unknown,MALL,7/28/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
758,1467-52346,Unknown,MALL,8/24/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Oklahoma in 1999,
759,1467-52352,Unknown,MALL,6/11/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
760,1467-52361,Unknown,MALL,6/25/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
761,2367-85801,Unknown,MALL,7/30/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Found dead in SK in 1997,
762,2367-85802,Unknown,MALL,8/2/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
763,2367-85804,Unknown,MALL,8/16/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
764,2367-85809,Unknown,MALL,8/26/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
765,2367-85815,Unknown,MALL,8/26/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
766,2367-85816,Unknown,MALL,8/26/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
767,2367-85818,Unknown,MALL,8/29/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Missouri in 1997,
768,2367-85822,Unknown,MALL,8/31/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
769,2367-85827,Unknown,,,,,,,
770,2367-85837,Unknown,MALL,9/2/1996,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
771,1467-52354,Unknown,MALL,6/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
772,1467-52355,Unknown,MALL,6/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
773,1467-52356,Unknown,MALL,6/28/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
774,1467-52357,Unknown,MALL,7/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
775,1467-52358,Unknown,MALL,7/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
776,1467-52359,Unknown,MALL,7/9/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2000,
777,1467-52360,Unknown,MALL,7/9/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
778,1467-52362,Unknown,MALL,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in 1998,
779,1467-52363,Unknown,MALL,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
780,1467-52364,Unknown,MALL,7/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
781,2367-85838,Unknown,MALL,5/27/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
782,2367-85839,Unknown,MALL,5/27/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
783,2367-85840,Unknown,MALL,5/27/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
784,2367-85841,Unknown,MALL,5/27/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
785,2367-85842,Unknown,MALL,5/28/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
786,2367-85843,Unknown,MALL,5/28/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Arkansas in 2000,
787,2367-85844,Unknown,MALL,5/28/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
788,2367-85845,Unknown,MALL,5/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
789,2367-85846,Unknown,MALL,5/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
790,2367-85847,Unknown,MALL,5/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
791,2367-85848,Unknown,MALL,5/31/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Found dead in SK in 2000,
792,2367-85849,Unknown,MALL,5/31/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
793,2367-85850,Unknown,MALL,6/2/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
794,2367-85851,Unknown,MALL,6/2/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
795,2367-85852,Unknown,MALL,6/2/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
796,2367-85853,Unknown,MALL,6/2/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Mississippi in 2003,
797,2367-85854,Unknown,MALL,6/3/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
798,2367-85855,Unknown,MALL,6/3/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
799,2367-85856,Unknown,MALL,6/3/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
800,2367-85857,Unknown,MALL,6/5/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
801,2367-85858,Unknown,MALL,6/7/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
802,2367-85859,Unknown,MALL,6/7/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
803,2367-85860,Unknown,MALL,6/7/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
804,2367-85861,Unknown,MALL,6/7/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
805,2367-85862,Unknown,MALL,6/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in Nov 1997,
806,2367-85863,Unknown,MALL,6/10/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
807,2367-85864,Unknown,MALL,6/12/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
808,2367-85865,Unknown,MALL,6/12/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
809,2367-85866,Unknown,MALL,6/14/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
810,2367-85867,Unknown,MALL,6/14/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
811,2367-85868,Unknown,MALL,6/14/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
812,2367-85869,Unknown,MALL,6/17/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
813,2367-85870,Unknown,MALL,6/22/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
814,2367-85871,Unknown,MALL,6/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
815,2367-85872,Unknown,MALL,6/16/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in North Dakota in 2002,
816,2367-85873,Unknown,MALL,6/23/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
817,2367-85874,Unknown,MALL,6/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
818,2367-85875,Unknown,MALL,6/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
819,2367-85876,Unknown,MALL,6/25/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
820,2367-85877,Unknown,MALL,6/27/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
821,2367-85878,Unknown,MALL,6/27/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
822,2367-85879,Unknown,MALL,6/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
823,2367-85880,Unknown,MALL,6/30/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
824,2367-85881,Unknown,MALL,7/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
825,2367-85882,Unknown,MALL,7/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
826,2367-85883,Unknown,MALL,7/8/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
827,2367-85884,Unknown,MALL,7/11/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
828,2367-85885,Unknown,MALL,7/12/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
829,2367-85886,Unknown,MALL,7/12/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
830,2367-85887,Unknown,MALL,7/15/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Louisiana in 1998,
831,2367-85888,Unknown,MALL,7/15/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
832,2367-85889,Unknown,MALL,7/17/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
833,2367-85890,Unknown,MALL,7/18/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
834,2367-85891,Unknown,MALL,7/20/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
835,2367-85892,Unknown,MALL,7/21/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
836,2367-85893,Unknown,MALL,7/22/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
837,2367-85894,Unknown,MALL,7/22/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
838,2367-85895,Unknown,MALL,7/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
839,2367-85896,Unknown,MALL,7/24/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
840,2367-85897,Unknown,MALL,8/6/1997,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
841,2367-85898,Unknown,MALL,5/26/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
842,2367-85900,Unknown,MALL,6/23/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
843,1467-52365,Unknown,MALL,5/25/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
844,1467-52366,Unknown,MALL,6/11/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
845,1467-52367,Unknown,MALL,6/12/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
846,1467-52368,Unknown,MALL,6/15/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
847,1467-52369,Unknown,MALL,6/16/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
848,1467-52370,Unknown,MALL,6/18/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
849,1467-52371,Unknown,MALL,6/22/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",Shot in Kentucky in 2000,
850,1467-52372,Unknown,MALL,6/24/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
851,1467-52373,Unknown,MALL,6/24/1998,orig bndg,52.08333 -106.08333,"11 S OF VONDA, Saskatchewan, Canada",,
