band_num,date_resighted,location,observer,status,comments,
1016-61343,1998-07-29,pd 26 N,BBB,3 Ib's ,@ 0845,
1016-61343,1998-07-22,pd 26,EMS,2 Ib's ,1315,
1016-61343,1999-04-26,pd 97,RDD,PR,@ 1556,
1016-61343,1999-04-27,pd 20 ,SWL,PR,@0921 100%,
1016-61343,1999-04-29,pd 20 ,SWL,PR,100%,
1016-61343,1999-05-02,In crop by pd 20,SWL,alone,100%,
1016-61343,1999-05-05,pd 4156 Skomar's pd,SWL,PR,100% @ 1045,
1016-61343,1999-05-12,pd 90,SWL,PR,@ 0850,
1016-61343,1999-06-22,pd 20 ,BBB,Pr,@ 0833 100%,
1016-61343,1999-07-06,pd 20 ,RDD,Pr,@ 1441,
1016-61343,2000-05-04,pd 20 ,BBB,PR,VG,
1016-61343,2000-05-11,pd 20 ,PC,Pr,100%,
1016-61344,1998-07-14,N 281,JGS,"8 Hat, 7 tagged",Followup,
1016-61344,1998-07-29,1 pd SE 4336,SWL,8 Ia's,@ 1004 *sticky note: Last Resight off area SWL,
1016-61345,1998-07-13,nest,EMS,depr. abandoned,NA,
1016-61345,1998-07-29,1 pd SE of 4336,SWL,with GADW Gren sq or Y,@ 1004  ,
1016-61345,1999-05-17,pd 25,KWD,paired,@ 1325 VG,
1016-61345,1999-05-18,pd 1,BBB,paired,@ 1355 VG,
1016-61345,1999-05-27,pd 25,KGC,Pr,@ 0900,
1016-61345,2000-04-26,pd 25,BBB,PR,@ 1215 VG,
1016-61345,2000-05-04,pd 90,SWL,PR,G VG,
1016-61345,2000-05-08,pd 26,KWD/PC,PR,@ 10:45 V. good,
1016-61345,2000-05-12,pd 90,SWL,Pr,@ 0753  ??,
1016-61345,2000-05-12,pd 26,KWD,PR,@ 0800 Exc. also saw 2 other times on pd 25 W pd 20,
1016-61345,2000-05-15,pd 25,KWD,PR,@ 0825 v.g.,
1016-61345,2000-05-17,pd 25,PC,Pr,good @ 1925,
1016-61345,2000-05-19,pd 0935,BAP,Pr,VG @ 0935,
1016-61345,2000-05-24,pd 26,BAP,Pr,very good @ 0845,
1016-61345,2000-06-07,pd 26,CAG,Pr,@ 0837,
1016-61345,2000-06-26,flush from nest # 105 to pd 26,KWD,female,VG @ 1150,
1016-61345,2000-07-10,NA,KWD,Depr. Nest,NA,
1016-61345,2000-07-23,pd 65,BBB,female (lone),"@ 1635, good",
1016-61349,1998-07-14,N 265,"EMS, SWL,  JJK",Depr. ,NA,
1016-61349,2000-05-12,pd 25,KWD,PR,@ 0820 VG,
1016-61350,1998-07-11,N 251,RGC,"9 Hat, 9 tagged",Followup,
1016-61353,1998-07-15,nest,EMS/SWL,depr. ,NA,
1016-61354,1998-07-14,N 414,SWL followup,"8 Hat, 8 tagged",NA,
1016-61354,1998-07-28,pd 25,JJK,23 Ib's ,1315 with LBS Whs,
1016-61354,1998-07-29,pd 25,BBB,7 Ic's,@ 0820  ,
1016-61354,1998-07-22,0d 26,EMS,9 Ic's,1315,
1016-61354,1999-05-20,pd 66,BBB,paired,@ 0950 Exc-VG,
1016-61355,1998-07-17,N 361,Followup JGS,"9 Hat, 9 tagged",NA,
1016-61355,1998-07-28,pd 25,JJK,male alone,1315,
1016-61355,1999-07-28,pd 90,BBB,female alone,@ 1045 Excellent,
1016-61355,2000-05-12,off area pd 6317,RGC,PR,VG @ 0800 *sticky note: last sighting off area used SWL,
1016-61357,1998-07-17,N 312,EMS followup,"10 Hat, 10 tagged",Na,
1016-61357,1998-07-28,5335,SWL,7-10 Ic's,@ 820,
1016-61357,1998-11-26,"Chalmette, LA",NA,female shot,NA,
1016-61357,2000-06-01,pd N of 5056,BBB,Pr,100% @ 1347,
1016-61359,1998-07-21,N 385,SWL followup,10 Hatched (9 tagged),NA,
1016-61360,1998-07-22,N 417,"JGS, JJK",cont,9 egg 9 hatch,
1016-61360,1999-05-13,Skopar's,KWD,Pr,V. good @ 1311,
1016-61360,1999-05-17,Skopar's,KWD,PR,@ 1505 VG,
1016-61360,2000-01-14,"Eudora, Arkansas",NA,female shot,NA,
1016-61361,1998-07-16,N 396,followup EMS,5 Hat? 5 tag?,NA,
1016-61362,1998-07-21,N 418,JJK,"10 tagged, 10 hatched",NA,
1016-61364,1998-07-19,N 191,JGS,cont pipped,"10 eggs (hatch), 2 infertile",
1016-61364,1999-05-27,pd 1 N,SWL,PR,@ 0936,
1016-61364,1999-05-31,pd 1 NW,SWL,Pr,@ 0900,
1016-61364,1999-06-02,pd 1 N,SWL,Pr,@ 1510,
1016-61364,1999-06-11,pd 5,"RDD, CAG",Pr,vg  ,
1016-61364,1999-08-09,pd 90,RDD,w/ 9 Ib's,@ 0921,
1016-61364,1999-08-20,1/3 M East of SE corner of NWA,RDD,w 21 IIa's,@ 1045  ,
1016-61364,2000-05-24,pd 1 E,PC/SWL,Pr,Vg @ 0910,
1016-61366,1998-07-19,N 379,followup SWL,"11 hat, 11 tagged",NA,
1016-61366,1998-07-19,SW Pd 1,SWL,11 Ia's ,@ 0953,
1016-61366,1998-07-05,pd 1,RGC,hen alone ,@ 930,
1016-61366,1998-07-29,pd 25,BBB,24 Ib's ,(with another hen whC LBC) @ 0820,
1016-61366,1998-07-28,pd 25,JJK,23 Ib',with GrC ye triangle,
1016-61366,1999-04-26,pd 1 W,RDD,PR,@ 1332,
1016-61366,1999-04-26,pd 1 E,RDD,PR,@ 1726,
1016-61366,1999-04-26,pd 79 W,SWL,PR,@ 1900,
1016-61366,1999-04-29,66,SWL,PR,100%,
1016-61366,1999-05-07,pd 1 W,SWL/BAP,PR,100%,
1016-61366,1999-05-12,pd 76,BRVA,PR,NA,
1016-61366,1999-05-17,pd 1 ,RDD,PR,V good,
1016-61366,1999-06-02,pd 1 ,SWL,Pr,@ 12:13,
1016-61366,1999-06-11,pd 5,RDD ,Pr,100%,
1016-61366,1999-06-18,pd 1 W,BBB,Pr,@ 1620 100%,
1016-61366,2000-04-27,90 b,KWD,Pr,"v.good, good, 7:30",
1016-61366,2000-05-08,pd 90,BBB,Pr,@ 1615 exc,
1016-61366,2000-05-12,pd 97,SWL,PR,@ 0545,
1016-61366,2000-05-13,pd 90,RGC,Pr,"@ 430, good",
1016-61366,2000-05-16,pd 90,KWD,Pr,@ 1235 good,
1016-61366,2000-05-26,pd 1 E,KWD,Pr,@ 11:37 fair,
1016-61366,2000-05-31,pd 1 W,KWD,Pr,@ 1145 VG,
1016-61366,2000-06-07,pd 1 W,SWL,Pr,@ 0722,
1016-61366,2000-06-14,pd 1 W,RGC,Pr,@ 1110 exc.,
1016-61366,2000-06-21,N 126 Isl,PAL,alone,@ 1450 100%,
1016-61366,2000-07-25,pd 1 N,BBB/CAG  ,lone female,acted broody although she didn't have a brood w/ her,
1016-61366,2000-07-16,N 126 Isl,RGC,hatch of 10 eggs,NA,
1016-61366,2000-08-11,pd 90,BBB,w/ 27 IIB's,@ 0745 exc,
1016-61366,2000-12-15,Clarksdale MS,NA,female shot,12-15-00,
1016-61368,1998-07-22,Nest,EMS,4 hatch,NA,
1016-61371,1998-07-23,N 422,JJK,Depred. ,Torn up nest 7 eggs gone,
1016-61371,1999-06-11,SE on crop 50,"SWL, PAL",Pr,@ 0845,
1016-61372,1998-07-16,N 338,"JJK, BBB",cont,9 eggs,
1016-61372,1998-07-26,N 338,SWL/ SR,Depred. ,NA,
1016-61377,1998-07026,N 372,JGS/EMS/JJK/SWL,cont,8 eggs 8 hatch,
1016-61377,1999-05-17,Skomar's pd,KWD,paired,1444 VG,
1016-61378,1998-07-30,nest,EMS,8 hatch,NA,
1016-61378,1999-05-19,pd 1,RDD,Pr,@0840 v.good,
1016-61378,1999-05-20,pd 1 E,RDD,Pr,@ 0938,
1016-61378,1999-06-11,pd 1 E,"RDD, CAG",Pr,v.g,
1016-61378,1999-07-28,pd 90,BBB,alone,@ 1045 100%,
1016-61378,2000-05-19,pd 1 E,BBB,Pr,@ 1037 100%,
1016-61378,2000-05-24,pd 90,KWD,Pr,@ 0830 fair,
1016-61378,2000-06-14,pd 90,KWD,Pr,"@ 1140 fair, fair",
1016-61378,2000-06-21,pd 1 ,PAL,Pr,@ 1425 100%,
1016-61378,2000-06-23,pd 1 E,KWD,Pr,@ 1325 EXC,
1016-61378,2000-07-07,N 217 Isl,BBB/PC/PAL,Nest 8 eggs 46 d,NA,
1016-61378,2000-07-27,pd 90,BBB,lone female,@ 1257 100%,
1016-61379,1998-07-26,nest,SWL,A/Dep.,NA,
1016-61379,1999-05-05,pd 5338,BBB,PR,NA,
1016-61379,1999-05-13,pd 1257,SWL,PR,@ 1257  ,
1016-61379,1999-05-20,pd 5338,BBB,PR,@ 0830 VG-EXC,
1016-61379,1999-05-27,pd 1255,BBB,Pr,NA,
1016-61379,1999-06-11,pd 125,"RDD, CAG",Pr,NA,
1016-61379,2000-05-12,pd 90,SWL,PR,@ 0815,
1016-61379,2000-05-24,pd 5338,BBB,PR,VG @ 0731,
1016-61379,2000-06-07,pd 90,KWD,NA,EXC @ 0815,
1016-61379,2000-07-06,n 191@ pd 50,KWD/BAP/CAG,6 eggs @ 0 inc,NA,
1016-61379,2000-07-12,on nest,BBB,8 eggs @ 5 d,1200,
1016-61379,2001-01-03,"Dumus, Arkansas",NA,female shot,"01-03-01, * sticky note: Grn square Or C Kevin! Combo used See 1999?",
1016-72003,NA,NA,NA,NA,SEE 1997 Brood Obs freq 3.008,
1016-72003,1997-07-10,nest,JJK,Depred,@ 1545,
1016-72003,1997-07-31,S of NWA approx 2 mi,STR,telemetry Loc,@1150 ,
1016-72003,2001-05-02,pd 7040,SWL,PR,@ 1147 100%,
1016-72004,1997-07-24,pd 65,JJK,w 11 Ib-c,NA,
1016-72004,1997-07-26,pd 5338,SWL,w 11 Ib  ,@ 1331,
1016-72004,1997-07-27,pd 5338,SWL,9 Ic and 2 Ic ,AMWI @ 0955,
1016-72004,1998-05-08,S end pd 5723,JJK,PR,@ 1215 (100) GrN Y 80% Ye oval (100%) *sticky note: 98 resight Not entered SWL 99,
1016-72005,NA,NA,NA,NA,SEE BROOD OBS 1997 freq: 3.300,
1016-72005,1997-07-10,nest,KLG,7 hatch,NA,
1016-72005,1997-07-10,pd 1 ,RGC,w 6 Ia ,@ 1115,
1016-72005,1997-07-23,1 m N of town of St. Denis,MG,female PR,@ 1701,
1016-72005,1998-04-27,pd 67,BB,PR,morning,
1016-72005,1998-04-29,pd 66,SWL,PR,@ 1851,
1016-72005,1998-05-11,pd N of 7040,JGS,PR,@ 1300,
1016-72005,1998-05-22,pd 19,EMS,PR,@ 1305,
1016-72005,1998-05-19,pd 67,RGC,PR,@ 1430,
1016-72005,1998-05-15,pd 67 ,SWL,PR,@ 1911,
1016-72005,1998-07-09,N 301,BBB,hen caught on nest,NA,
1016-72005,1998-07-18,N 301,BBB,Nest depredated,NA,
1016-72007,1997-07-29,pd 4328,KLG,6 Ic,@ 18:30,
1016-72007,1997-08-15,pd 4717,STR,w 7 IIc,@ 1135,
1016-72007,1998-05-06,pd 4328,EMS,PR,@ 1915,
1016-72007,1998-05-09,1.5 mi SW of Arthur 1 mi W of Labreques,SWL,PR,@2051,
1016-72007,1998-06-29,N 294,NA,caught on nest,NA,
1016-72007,1998-07-06,N 294,NA,Depredated,sticky note: resgihted off area SWL 99,
1016-72008,1997-07-23,pd 25,JJK,9 IB's ,@ 1600,
1016-72008,1997-07-25,pd 26,KLG,9 Ib,@ 10:03,
1016-72008,1997-07-29,pd 25,EMS,w 9 Ib,@ 0930,
1016-72008,1997-08-08,pd 25,JJK,w 9 Ic,@ 0945,
1016-72008,1997-08-07,pd 25,MG,w 9 IIa-b,@ 0945,
1016-72008,1997-08-01,pd 25,STR,w 9 IIa,@ 0750,
1016-72008,1997-08-06,pd 25,SWL,w 8 IIa,@ 1058,
1016-72008,1997-08-22,pd 25,SWL,creched,w org square GRNO/GRNO org square ,
1016-72009,1997-07-14,Nest,RGC,7 hatched,NA,
1016-72009,1997-07-30,1 pd NE of 5056,MG,w 7 IIa,NA,
1016-72009,1997-08-05,pd 4857,STR,alone,@ 0820,
1016-72009,1997-08-17,pd 4857,STR,alone,@ 1240,
1016-72009,1997-08-19,pd 4857,STR,alone,@ 0820,
1016-72009,1998-04-22,pd 5338,RGC,PR,@ 1715,
1016-72009,1998-04-28,pd 5338,RGC,PR,@ 0935,
1016-72009,1998-05-12,5338,JJK,PR,@ 0820,
1016-72009,1998-06-15,pd 1 W,SWL/JGS,PR,@ 0940,
1016-72009,1999-05-12,pd 76,BRVA,PR,NA,
1016-72009,1999-05-17,pd 1 ,RDD,PR,v. good,
1016-72009,1999-05-09,pd 1 ,RDD,PR,V good @ 0840,
1016-72009,1999-12-09,"Buffalo, Texas",NA,female shot,NA,
1016-72011,NA,NA,NA,NA,See Brood Obs 1997 freq: 3.198,
1016-72011,1997-07-19,nest,SWL,10 hatch,@ 1149,
1016-72011,1997-08-16,Lrge pd SW of 4727,STR,w 6 IIb,@ 1350,
1016-72011,1997-11-?,"Port Clinton, OH",NA,shot,no day given!,
1016-72012,1997-07-31,pd 5335,KLG,8 Ib,@ 9:05,
1016-72012,1997-08-11,pd 67,JJK,alone,NA,
1016-72012,1997-07-21,nest,MG,10 hatch,@ 1545,
1016-72012,1998-05-08,pd 1 E,RGC,PR,,
