band_num,date_resighted,original_location_description,general_location,exact_location,status,comments
1107-16331,1996-07-08,Pd4857,NWA,unknown,W4IIb,N/A
1107-16331,1997-05-31,S of Pd 17 N#011,NWA,pond 17,N/A,@1020
1107-16331,1997-06-04,S of Pd 17 N#011,NWA,pond 17,10 starred,N/A
1107-16331,1994-07-09,NW of Pd20W ,NWA,pond 20,N/A,@1812
1107-16331,1994-07-10,NW of Pd20W ,NWA,pond 20,N/A,@0870-1201
1107-16331,1994-07-10,North of La Breques,NWA,unknown,N/A,@1515
1107-16331,1994-07-13,North of La Breques,NWA,unknown,N/A,@2147
1107-16331,1994-07-14,North of La Breques,NWA,unknown,N/A,@1424
1107-16331,1994-07-15,Northeast of La Braques,NWA,unknown,N/A,@1712
1107-16331,1994-07-16,North of La Breques,NWA,unknown,N/A,@0900
1107-16331,1994-07-18,Northeast of La Braques,NWA,unknown,N/A,@0815
1107-16331,1994-07-19,Northeast of La Braques,NWA,unknown,N/A,@1059
1107-16331,1994-07-21,Northeast of La Braques,NWA,unknown,N/A,@1545-1700
1107-16331,1994-07-22,Northeast of La Braques,NWA,unknown,N/A,@1455
1107-16331,1994-07-23,Northeast of La Braques,NWA,unknown,N/A,@1607
1107-16331,1994-07-24,Northeast of La Braques,NWA,unknown,N/A,@1243
1107-16331,1994-07-25,Northeast of La Braques,NWA,unknown,N/A,N/A
1107-16331,1994-07-26,Northeast of La Braques,NWA,unknown,N/A,@1301
1107-16331,1994-07-29,Northeast of La Braques,NWA,unknown,N/A,@1720
1107-16331,1994-08-01,Northeast of La Braques,NWA,unknown,N/A,@1148
1107-16331,1994-08-06,North of La Breques,NWA,unknown,N/A,@0930
1107-16331,1994-08-07,North of La Breques,NWA,unknown,No sightily,@1830
1107-16331,1994-08-08,North of La Breques,NWA,unknown,N/A,@1052
1107-16331,1994-07-31,"Northeast of La Braques, lentil field in wetland on muskrat house",NWA,unknown,6 - IC's - IIA's,@1730
1107-16331,1994-08-08,"Northeast of La Braques, lentil field in wetland on muskrat house",NWA,unknown,N/A,@1052
1107-16331,1994-08-09,"Northeast of La Braques, lentil field in wetland on muskrat house",NWA,unknown,N/A,@1333
1107-16331,1994-08-09,N,NWA,unknown,"Saw mall hen on muskrat house, no sighting",@1530-1610
1107-16331,1994-08-13,Centre of 1/4 sec south of Bousierre's Farms ,NWA,unknown,N/A,Afternoon
1107-16331,1994-08-14,"Centre of 1/4 sec south of Bousierre's Farms, 1/2 mile futher South of Bousierre's Farm",NWA,unknown,N/A,@1300-1500
1107-16331,1994-09-18,1/2 miles West on North border study area ,NWA,unknown,N/A,@1503
1107-16331,1994-08-20,1/2 miles West on North border study area ,NWA,unknown,N/A,@1640
1107-16331,1994-08-23,1/2 miles West on North border study area ,NWA,unknown,N/A,@1736
1107-16331,1994-08-25,1/2 miles West on North border study area ,NWA,unknown,N/A,Evening
1107-16331,1994-08-29,1/2 miles West on North border study area ,NWA,unknown,N/A,@1548
1107-16331,1994-09-01,1/2 miles West on North border study area ,NWA,unknown,N/A,@1429
1107-16331,1994-09-13,1/2 miles West on North border study area ,NWA,unknown,N/A,Afternoon
1107-16331,1994-09-14,1/2 miles West on North border study area ,NWA,unknown,N/A,Afternoon
1107-16333,1994-07-09,Southeast of Pd92,NWA,pond 92,N/A,@1851
1107-16334,1994-07-10,Southeast of Pd93,NWA,pond 9,N/A,@1210
1107-16335,1994-07-14,90 meters of road; 150 meters East of skunkper,NWA,unknown,N/A,@1514
1107-16336,1994-07-15,1/2 miles East of skunkper,NWA,unknown,dead,@1613
1107-16333,1994-07-15,Nest Southeast Arthur's,NWA,unknown,N/A,@1750
1107-16333,1995-07-18,South of 5338,NWA,unknown,N/A,@0833
1107-16333,1994-07-19,South of 5338,NWA,unknown,N/A,@0915 (Then signal went dead)
1107-16333,1994-07-21,South of 5338,NWA,unknown,N/A,@1545 (Cam Jackson)
1107-16333,1994-07-22,South of 5338,NWA,unknown,N/A,@1620
1107-16333,1994-07-24,South Pd South of 5338,NWA,unknown,N/A,@1740
1107-16333,1994-07-25,South of Pd 5338 Norhwest Siae,NWA,unknown,N/A,@1200
1107-16333,1994-07-26,South of Pd 5338 Norhwest Siae,NWA,unknown,N/A,@1750
1107-16333,1994-07-29,South of 5338 Northwest Tip,NWA,unknown,N/A,@1715
1107-16333,1994-07-31,Southeast of Arthur's house,NWA,unknown,N/A,@1530
1107-16333,1994-08-01,Pd South of 5538,NWA,unknown,N/A,@1150
1107-16333,1994-08-02,Pd South of 5538,NWA,unknown,N/A,@0845 (Visual acting Broody)
1107-16333,1994-08-04,Pd South of 5538,NWA,unknown,N/A,@1805
1107-16333,1994-08-07,Pd South of 5538,NWA,unknown,N/A,@1230-1430 (No visual)
1107-16333,1994-08-08,Southwest end South of 5338,NWA,unknown,N/A,@1051
1107-16333,1994-08-09,Northwest end South of 5338,NWA,unknown,N/A,@1149
1107-16333,1994-08-12,Southwest end of 5338,NWA,unknown,N/A,@1140 (Visual acting brood)
1107-16333,1994-08-13,Southwest end of 5338,NWA,unknown,N/A,Morning afternoon
1107-16333,1994-08-14,Southwest end of 5338,NWA,unknown,N/A,@1350
1107-16333,1994-08-15,Southwest end of 5338,NWA,unknown,N/A,@1452
1107-16333,1994-08-16,Southwest end of 5338,NWA,unknown,N/A,@1305
1107-16333,1994-08-18,Southwest end of 5338,NWA,unknown,N/A,@1352
1107-16333,1994-07-21,South of 5338,NWA,unknown,N/A,@1545
1107-16333,1994-08-20,South of 5338,NWA,unknown,N/A,@1534
1107-16333,1994-08-21,South of 5338,NWA,unknown,N/A,@1426
1107-16333,1994-08-23,South of 5338,NWA,unknown,N/A,Afternoon (Baittrap 3IIB's - IIC's)
1107-16333,1994-08-25,Southeast of South of 5338,NWA,unknown,N/A,Afternoon
1107-16334,1994-07-14,Pd West of Bousierres,NWA,unknown,N/A,@1435
1107-16334,1994-07-14,Pd West of Bousierres,NWA,unknown,N/A,N/A
1107-16334,1994-07-22,3 to 4 miles southeast of awa on huge wetland (See map in the clipboard),NWA,unknown,N/A,@1345
1107-16336,1994-07-22,On nest,NWA,unknown,N/A,@1625
1107-16336,1994-07-24,Pd 4439,NWA,unknown,N/A,@1258
1107-16336,1994-07-25,South Pd 4439 central South pond,NWA,unknown,N/A,@1251
1107-16336,1994-07-26,South of 4439 East side ,NWA,unknown,5 or more class Ia's,@1321
1107-16336,1994-07-28,South of 4439 East side ,NWA,unknown,5 or more class Ia's,@1050
1107-16338,1995-04-27,Pd 125N,NWA,pond 125,Paired,@1901
1107-16338,1995-06-04,Pd 6753,NWA,unknown,Paired,@1300
1107-16338,1995-06-23,Pd 6753,NWA,unknown,Alone,@1438 (2 Years)
1107-16338,1995-06-08,Pd6753,NWA,unknown,Paired,@1454
1107-16338,1995-06-19,Pd6753,NWA,unknown,Paired,@1140
1107-16338,1995-09-23,Pd6753,NWA,unknown,Alone,@1438
1107-16338,1995-06-26,Pd6753,NWA,unknown,Alone,@1430
1107-16338,1996-05-06,Pd 6753,NWA,unknown,Paired,@1522
1107-16338,1996-05-15,Pd 6753,NWA,unknown,Paired,N/A
1107-16338,1996-06-18,East Pd 133 Nest #239,NWA,pond 133,Hatched,See Brood observation 96 172.262
1107-16338,1996-07-01,Pd50,NWA,pond 50,Paired,@1036 Last ssen 30-07-1995 Pd 6954 by VL W6IIc
1107-16341,1995-06-09,Pd50,NWA,pond 50,Paired,@0848
1107-16341,1995-06-25,Pd50,NWA,pond 50,Paired,@1008
1107-16341,1995-06-26,Pd50,NWA,pond 50,Paired,@1635
1107-16341,1996-06-11,Nest1168,NWA,unknown,N/A,Depredated (See Brood Observtion 96 172.660)
1107-16341,1996-06-26,South of Pd 5338 First Pd South of power lines in crop,NWA,unknown,Loc Radiotelemetry,N/A
1107-16341,1999-06-09,North 072,NWA,unknown,10 Eggs,Lost tags (Replaced tags new combo)
1107-16345,1996-04-27,Pd 1 North,NWA,pond 1,Paired,N/A
1107-16365,1996-05-15,Pd 94,NWA,pond 94,Paired,See other 1995 combo
1107-16365,1996-05-15,350 East Pd 5056,NWA,unknown,Paired,@1707
1107-16365,1996-08-18,Pd 65,NWA,pond 65,W 3II6,@1035
1107-16365,1996-08-22,Pd 65,NWA,pond 65,W 3II6,@1605
1107-16365,1997-04-25,Pd 67,NWA,pond 67,Paired,@1444
1107-16382,1996-06-10,Nest 038,NWA,unknown,*trappers,N/A
1107-16382,1996-06-12,Pd 20,NWA,pond 20,W8Ia,@2052
1107-16382,1997-08-01,Pd 25,NWA,pond 25,W7IIb,@0750
1107-16382,1997-08-05,Pd 4156 Skomar's ,NWA,unknown,W8IIb,@0930 nor 100% sighting
1107-16382,1997-08-22,Pd 26,NWA,pond 26,W>= 5IIc's,N/A
1107-16382,1998-04-23,Pd 35,NWA,pond 35,Paired,@0832
1107-16382,1998-04-29,Pd 25,NWA,pond 25,Paired,Very good sighting
1107-16382,1998-05-06,Pd 35,NWA,pond 35,Paired,@1610 (Very good)
1107-16382,1998-05-12,Pd 35,NWA,pond 35,Paired,@0840
1107-16382,1998-06-05,Nest 021,NWA,unknown,Depredaded,N/A
1107-16388,1995-05-20,Nest 54,NWA,unknown,10 eggs ,12-14 days incubation @1354
1107-16388,1995-08-12,Pd Southwest Labreque's,NWA,unknown,2IIA's,@1500
1107-16388,1995-06-29,Nest 251,NWA,unknown,N/A,Found by telemetry
1107-16389,1995-07-21,Pd79W,NWA,pond 79,6III,Full count
1107-16389,1996-04-23,Pd1W,NWA,pond 1,Paired,N/A
1107-16389,1996-05-15,East of 5056,NWA,unknown,Paired,@1655
1107-16389,1996-05-18,Pd1W,NWA,pond 1,Alone,@1445 (While we were beating island)
1107-16389,1996-05-28,Nest022 (island),NWA,unknown,23 incubated,N/A
1107-16389,1996-07-24,Pd90,NWA,pond 90,W1 III,@1720
1107-16389,1997-04-25,Pd1W,NWA,pond 1,Paired,@1101
1107-16389,1997-06-23,Pd90,NWA,pond 90,3IIb's,@1000
1107-16389,1997-06-17,Nest 343 (island),NWA,unknown,7 hatched 20 june,N/A
1107-16389,1997-06-28,Pd90,NWA,pond 90,W3IIc,N/A
1107-16389,1998-04-20,Pd1W,NWA,pond 1,Paired,@1640
1107-16389,1998-04-27,Pd1,NWA,pond 1,Paired,@1140
1107-16390,1995-08-06,Pd 7040,NWA,pond 70,5IIC,caught in bait trap @1541
1107-16390,1996-04-27,Pd1W,NWA,pond 1,Paired,flushed in 3 bird flight
1107-16390,1996-04-30,Pd 108,NWA,pond 10,Paired,N/A
1107-16390,1996-04-30,Pd1E,NWA,pond 1,Paired,N/A
1107-16390,1996-05-04,140,NWA,unknown,Paired,@1000
1107-16390,1996-05-15,Northeast of 5056,NWA,unknown,Paired,@1628
1107-16391,1995-06-10,1.25NNE of study area,NWA,unknown,Alive,Telemetry
1107-16392,1995-07-25,Nest 319,NWA,unknown,N/A,21 days incubating found telemetry
1107-16392,1995-08-30,East of North side study area,NWA,unknown,7IIB's,N/A
1107-16393,1995-06-28,Pd1,NWA,pond 1,10Ia's,Full @0927
1107-16393,1995-06-30,Pd1,NWA,pond 1,10IA's,@1840
1107-16393,1995-07-05,Pd1,NWA,pond 1,10Ic's,@0930
1107-16393,1995-07-05,Pd1,NWA,pond 1,>= IIIa-b,Partial
1107-16393,1995-07-10,Pd1,NWA,pond 1,10IIa's,@1510
1107-16393,1995-07-15,Pd1,NWA,pond 1,10IIa's,@1330
1107-16393,1995-07-25,Pd1,NWA,pond 1,10IIb's,@1445
1107-16393,1995-07-28,1W,NWA,unknown,10IIc's,@0939
1107-16393,1995-07-28,1E,NWA,unknown,10IIc's,@1000
1107-16393,1995-08-15,Northweast Pd1,NWA,pond 1,10III's,Full count
1107-16393,1996-06-21,#208 island,NWA,unknown,N/A,Removed implant
1107-16394,1995-06-30,Pd90,NWA,pond 90,1 IB,@1720
1107-16394,1995-06-09,Pd90,NWA,pond 90,7IC's,"@0950 (18-05-1996 Niobrara river, Nebraska in a Catfish stomach, reported by a fisherman)"
1107-16395,1995-06-30,Pd67,NWA,pond 67,alone,@1010
1107-16395,1995-07-08,Pd20,NWA,pond 20,W2 male mall,@0714
1107-16395,1996-05-10,Pd245,NWA,pond 24,Paired,@1000
1107-16395,1996-06-20,Pd26,NWA,pond 26,Paired,@1625
1107-16395,1996-06-26,Nest 361,NWA,unknown,7 eggs,@1047
1107-16396,1995-07-20,2 mi SW study area,NWA,unknown,alone,sticky note: Remove off area SWL 99
1107-16397,1995-07-08,pd 50,NWA,pond 50,greater equal to 5 Ic,Partial yng running around in uplands
1107-16397,1995-07-28,pd 50,NWA,pond 50,IIB male (STD 3137),caught in Brood drive
1107-16397,1995-08-13,pd 50,NWA,pond 50,III female (STD 3139),caught in Brood drive
1107-16398,1995-08-12,1 mi SSE of study area,NWA,unknown,8 III,Full *sticky note: remove off area SWL 99
1107-16399,1995-08-05,1 1/4 mi SSE study area,NWA,unknown,2 IIc,partial count
1107-16400,1995-08-16,SW of Labreques,NWA,unknown,5 III,Full  
1107-16401,1995-07-08,SW pd 1,NWA,pond 1,greater or equal to 7 IA,partial count
1107-16402,1996-05-15,pd 94,NWA,pond 94,paired,see other 94 combo
1107-16402,1996-05-15,350m E pd 5056,NWA,unknown,PR,@ 1707
1107-16402,1996-08-18,Pd 65,NWA,pond 65,w 3 IIb,@ 1035
1107-16402,1996-08-22,pd 65,NWA,pond 65,2 3 IIb,@ 1605
1107-16402,1997-04-25,pd 67,NWA,pond 67,PR,@ 1444
1107-16402,1997-08-30,pd 5338,NWA,unknown,3 IIb,@ 1045
1107-16403,1995-08-10,pd SSW 1/2 mi SWL of Boussiere's,NWA,unknown,4 IIc's,*sticky note: Not included in survuval data base Too far out from NWA
1107-16404,1995-07-09,pd 125 S,NWA,pond 125,9 IA's,Full
1107-16404,1995-07-16,pd 125 S,NWA,pond 125,5 Ib's,@ ?
1107-16404,1995-07-26,1/4 mi NE of study area,NWA,unknown,8 Ic,Full
1107-16405,1995-07-10,pd 1,NWA,pond 1,8 Ia's,@ 1100
1107-16405,1995-07-11,pd 25,NWA,pond 25,8 Ia's,@0953
1107-16405,1995-07-16,pd 25,NWA,pond 25,greater or eqaul to 7 Ib's ,@ 1440
1107-16405,1995-07-23,pd 25,NWA,pond 25,8 Ib's,@ 1517
1107-16405,1995-07-26,25,NWA,unknown,8 I c's,@ 1400
1107-16405,1995-07-28,25,NWA,unknown,8 I c's,@ ?
1107-16405,1995-08-03,pd 125 S,NWA,pond 125,4 Ic's,@ 1536
1107-16405,1995-08-24,Skomar's pd,NWA,unknown,8 III,Full
1107-16406,1995-07-08,SW pd 1,NWA,pond 1,9 IA,Full
1107-16406,1995-07-17,NE pd 1,NWA,pond 1,7 IC,Partial
1107-16406,1996-06-04,island nest #020,NWA,unknown,hatched,(impant removed)
1107-16406,1997-04-25,pd 1 W,NWA,pond 1,PR,@ 1058
1107-16406,1997-05-28,first pd SW of Boussiere's driveway,NWA,unknown,PR,@ 1806
1107-16406,1997-10-11,lge wetlland 2.5 mi NWof NWA,NWA,unknown,female shot,"Nasals tags, band and mauser recovered"
1107-16406,1997-07-24,nest,NWA,unknown,ducklings scattered,7 of 9 eggs hatched (missed webtagging)
1107-16406,1997-08-23,pd 6317,NWA,unknown,w 5 IIb,@ 0850
1107-16407,1995-07-10,Near pd 131 (Nest 275),NWA,pond 131,Hatching ,8 ducklings. Harrier grabbed female MALL whilst circling VL saved her?
1107-16408,1995-07-20,pd 1,NWA,pond 1,9 Ia's,@ 0915
1107-16408,1995-08-16,pd 6753,NWA,unknown,44 IIA,Full
1107-16408,1997-06-01,N 130 ISL,NWA,unknown,CAUGHT,@ 9:00
1107-16408,1997-06-03,N 130 ISL,NWA,unknown,10 eggs ripped,greater or equal to 4 yr
1107-16408,1997-06-03,pd 1,NWA,pond 1,9 Ia,@ 1600
1107-16408,1998-06-25,N 219,NWA,unknown,cont,@ 830 * new tags Impant still in female greater or equal to 4 yr from 96
1107-16417,1995-08-15,pd # 1,NWA,unknown,with 9 III's,with brood
1107-16417,1996-06-09,pd 97,NWA,pond 97,7 IA,@ 0720
1107-16417,1996-06-12,pd 128,NWA,pond 128,female dead,female found dead
1107-16419,1995-08-15,pd #1,NWA,pond 1,with 9 III's,with brood
1107-16419,1996-07-02,on nest island (Nest 209),NWA,unknown,sitting on nest,No flush @ 1315
1107-16424,1995-08-13,pd 5056,NWA,unknown,found dead,"(in bait trap) STD 3643, 3645 IA's"
1107-16424,1995-08-14,pd 5056,NWA,unknown,greater or equal to 3 IB's,@ 0930
1107-16426,1996-05-16,pd 1,NWA,pond 1,pair,@ 13:30
1107-16427,1995-08-18,pd 6642,NWA,unknown,w 7 III's,"BR square Yell sqaure 
female BR oval ORG Y as well"
1107-16427,1995-08-20,pd 6642,NWA,unknown,w 7 III's,"BR square Yell sqaure 
female BR oval ORG Y as well"
1107-16427,1996-11-17,"Sping Bay, Illinois",outside area,unknown,female shot,*Sticky note: * missed? tags on (hunter)?
1107-16428,1995-08-27,#79 E,NWA,unknown,sighting with 1 male III +,@ 12:32
1107-16442,1995-08-18,pd 6642,NWA,unknown,w 7 III's,female BR square Yell triangle as well
1107-16442,1995-08-20,pd 6642,NWA,unknown,w 7 III's,female BR square Yell triangle as well
1107-16443,1996-06-29,nest 227 W pd 97,NWA,pond 97,nest depredated,"nasal tags lost, replaced new combo"
1107-16443,1997-05-02,pd 98,NWA,pond 98,PR,@ am
1107-16443,1998-04-29,pd 97,NWA,pond 97,PR,@ 2005 3yr circled
1107-16443,1998-05-08,pd 98,NWA,pond 98,PR,@ 0950
1107-16443,1998-05-11,pd 98,NWA,pond 98,PR,@ 1304
1107-16443,1998-05-22,pd 98,NWA,pond 98,PR,@ 845
1107-16457,1995-09-01,pd 90A,NWA,pond 90,6 III's,@ 1213
1107-16457,1996-01-05,"Reel Feet Lake, Tennesee",outside area,unknown,female shot,01/05/96
1107-16458,1996-08-08,pd 9338,NWA,unknown,w 5 IIb,@ 1135
1107-16460,1997-04-25,pd 1 E,NWA,pond 1,PR,@ 1218
1107-16460,1997-06-13,pd 1 SE,NWA,pond 1,female alone flushed off,"Previously found Nest #195/97, @ 1428"
1107-16460,1998-05-06,pd E of 90B,NWA,unknown,PR,@ 1755 100% pond E of road
1107-16460,1999-04-16,pd 90 A,NWA,pond 90,PR,100%
1107-16460,1999-04-26,pd 1 E,NWA,pond 1,PR,VG
1107-16461,1996-08-18,1 mi E of NE side NWA,NWA,unknown,Radio Loc,@ 1515
1107-16461,1997-04-25,pd 98,NWA,pond 98,PR,@ 0915
1107-16462,1996-08-04,pd 25,NWA,pond 25,w 5 III,@ 1606
1107-16462,1996-08-22,pd 66,NWA,pond 66,by baittrap,@ 0830
1107-16462,1997-04-25,pd 140,NWA,pond 140,PR,@ am
1107-16462,1997-04-25,pd 140,NWA,pond 140,PR,@ 1042
1107-16462,1997-05-27,"N 125 
13 L",NWA,unknown,CAUGTH RADIOED,@ 1800 (10 hatched No W TAGS)
1107-16462,1997-07-08,pd 140,NWA,pond 140,w 10 IIc,@ 0700 to 1000
1107-16462,1997-07-28,pd 90 ,NWA,pond 90,w 3 III,@ 1145
1107-16462,1998-04-15,pd 1,NWA,pond 1,pr,@ am w mauser on back
1107-16462,1998-04-20,pd 1,NWA,pond 1,PR,@ 1530 w/ mauser
1107-16462,1998-04-22,pd 1,NWA,pond 1,PR,@ 1934 w/ mauser 
1107-16462,1998-04-27,pd 1,NWA,pond 1,PR,"@ 1050 w/mauser, greater or equal to 3 yr"
1107-16462,1998-06-10,pd 1,NWA,pond 1,alone,@ 13:15 w/mauser
1107-16462,1998-06-14,N 207,NWA,unknown,on nest,shrub bustered. mauser removed
1107-16462,1999-07-02,pd 1 E,NWA,pond 1,female,100% @ 1027
1107-16462,1999-07-28,N 163 ISL,NWA,unknown,9 eggs,*Lost tags refitted
1107-16462,2000-03-31,pd 124,NWA,pond 124,2+1 male,V.good 100%
1107-16462,2000-04-17,1st pd SE of pd 5338,NWA,unknown,PR,V. good 99%
1107-16462,2000-05-12,pd 1 E,NWA,pond 1,PR,@ 0925 100%
1107-16462,2000-05-13,pd 1 E,NWA,pond 1,Pr,1310 C
1107-16462,2000-06-29,pd 90,NWA,pond 90,M7/67/IC,@ 1045
1107-16463,1997-04-25,pd 15,NWA,pond 15,PR,@ 1235
1107-16463,1997-06-02,Nest 016 near quanset,NWA,unknown,DEAD CAUGHT IN FENCE,"@ 1515, female DEAD"
1107-16467,1997-05-13,Pond 65,NWA,pond 65,paired,@ 16:10 pm
1107-16467,1997-07-01,Nest 405,NWA,unknown,ON Nest,"@ 1500, greater or eqaul to 3"
1107-16467,1997-07-23,pd 906,NWA,unknown,alone,@ 1000
1107-16467,1998-05-07,nest,NWA,unknown,on nest,"@ 1400 nest W of 6672, 98 nest #013"
1107-16467,1998-05-08,nest 901,NWA,unknown,on nest,"@ 1030, flushed on both May 7 + 8th"
1107-16467,1998-05-11,6672,NWA,unknown,PR,@ 1430 Nest Aband/Depr. greater or equal to 4yr
1107-16468,1999-08-20,pd 5338,NWA,unknown,"10 greater or equal to 2 ~ Ic's
IIA's",@ 0920
1107-16468,1999-07-16,N 308,NWA,unknown,6 eggs,"Lost tags, refitted new combo"
1107-16468,2000-04-27,5338,NWA,unknown,paired,excellent
1107-16468,2000-06-07,pd 1 E,NWA,pond 1,pd,@ 0825
1107-16469,1997-06-22,N 127 ISL,NWA,unknown,CAUGHT 10*d,@ 10:45
1107-16469,1997-06-15,Pd 1 W,NWA,pond 1,"webtagged
Alone",@ 17:50 Loc #59
1107-16469,1997-06-15,Pd 1 W,NWA,pond 1,Alone ,@ 17:50   
1107-16469,1998-06-17,N 059,NWA,unknown,Full Hatch (15 eggs!),greater or equal to 3 yr
1107-16471,1996-06-12,Nest,NWA,unknown,9 hatch,* D61 tags 96
1107-16472,1997-06-08,N 145 ISL,NWA,unknown,9 pipped (8 hatched) ,1st nest
1107-16472,1997-07-28,pd 90,NWA,pond 90,w 4 Ia,@1105
1107-16472,1997-08-18,pd 90,NWA,pond 90,11 Ib,w/ female N/t @ 0730
1107-16472,1997-08-27,pd 90,NWA,pond 90,11 Ic,"w/ female N/t, split 6-5 broods"
1107-16472,1998-04-22,pd 90,NWA,pond 90,Pr,@ 1820
1107-16472,1998-04-22,NW pd 1,NWA,pond 1,Pr,"@ 1915, greater or equal to 4 circled"
1107-16472,1998-05-05,SW island shore,NWA,unknown,PR ,@ 1110
1107-16472,1998-06-03,NW pd 109,NWA,pond 109,Dead in crop (only skull found),Had nasal tags
1107-16473,1996-07-06,(7144) pd 7040,NWA,unknown,w 6Ib-c,@ 0837
1107-16475,1996-06-18,Nest,NWA,unknown,7 pipped,@ 1135
1107-16477,1996-11-23,"Bayou Meto, Arkansas",outside area,unknown,Shot,11-23-96
1107-16479,1996-06-26,pd 90,NWA,pond 90,w 3 Ia,@ 1713
1107-16479,1997-06-07,N 149 ISL,NWA,unknown,"CAUGHT
10 shells pipped",@ 18:35
1107-16479,1997-11-24,"Atchafalya Delta, NWR Louisiana ",outside area,unknown,female shot,(tags intact)
1107-16480,1997-01-12,"Delta Wings Hunt Club, Arkansas",outside area,unknown,Shot,(tags intact)
1107-16481,1997-04-25,pd 1 W,NWA,pond 1,PR,@ 1150
1107-16481,1999-05-23,pd 1 W,NWA,pond 1,nesting,1315
1107-16481,1997-05-27,N140 ISL,NWA,unknown,CAUGHT RADIOED ,@ 11:10 9 hatched
1107-16481,1997-07-19,pd 90,NWA,pond 90,w 4 IIc,@ 1110
1107-16481,1997-07-23,pd 90,NWA,pond 90,w 2 III,@ 1015
1107-16481,1998-04-15,pd 1,NWA,pond 1,PR,am
1107-16481,1998-04-20,pd 1,NWA,pond 1,PR,@ 1545; 4 circled
1107-16481,1998-04-28,SW pd 1,NWA,pond 1,PR,@ 1755
1107-16481,1998-06-22,N202,NWA,unknown,**Starred 7 eggs,@ 1750
1107-16482,1996-06-26,Nest,NWA,unknown,7 pipped,@ 1700
1107-16484,1996-07-22,pd 65,NWA,pond 65,9 IIb,one in bait trap @ 0800
1107-16485,1997-04-25,pd 67,NWA,pond 67,PR,@ am
1107-16485,1997-06-17,pd 79 E,NWA,pond 79,paired,@ pm
1107-16485,1997-10-22,pd 65,NWA,pond 65,w GRN square ORG and 3 male's @ 1445,
1107-16486,1996-07-08,S of skunk pen,NWA,unknown,female alone   ,@ 0750
1107-16487,1997-05-02,pd 90,NWA,pond 90,PR,@ AM
1107-16488,1998-05-12,pd 1 E,NWA,pond 1,PR,@ 1017; 3 yr
1107-16488,1998-06-15,pd 1 E,NWA,pond 1,w/ another female MALL,Female came from N66
1107-16488,1998-06-17,N66,NWA,unknown,Hatched,1 circled
1107-16488,1999-06-22,N101 ISL,NWA,unknown,6 eggs,*Lost tags (replaced)
1107-16490,1996-07-16,bluff S of pd 50,NWA,pond 50,female DEAD,Killed by owl (apparently)
1107-16492,1997-07-23,pd 90,NWA,pond 90,w 2 other marked females,saw no brood
1107-16493,1996-07-26,pd 90,NWA,pond 90,w 6 Ia,@ 1425
1107-16493,1998-04-27,pd 1 ,NWA,pond 1,PR,@ 1050 (not 100%)
1107-16493,1998-05-12,pd 1,NWA,pond 1,PR,@ 0950 (not 100% ON Greentri) 
1107-16495,1997-04-25,1 pd NE of 4857 on opposite side of road,NWA,unknown,PR,@ 1302 (in the margins: CAUGHT)
1107-16495,1997-05-31,Nest #043,NWA,unknown,BUSTER,@ 1515 *nest depr. (in the margins: CAUGHT)
1107-16497,1996-08-25,big pd SW of Andre Denis,NWA,unknown,w 7 IIb,observers drove ducklings along shoreline
1107-16498,1997-04-25,pd 61,NWA,pond 61,PR,@ 1652
1107-16498,1997-05-01,pd 61,NWA,pond 61,PR,@ 1207
1107-16498,1997-05-02,pd 61,NWA,pond 61,PR,@ 1153
1107-16498,1997-05-16,pd 61,NWA,pond 61,PR,@ 1530
1107-16499,1997-05-16,pd 65,NWA,pond 65,PR,@ 1515 No mauser seen
1107-16499,1997-05-26,pd 65,NWA,pond 65,PR,@ 1340
1107-16499,1997-05-27,pd 65,NWA,pond 65,PR,@ 14:00
1107-16499,1997-06-06,pd 67,NWA,pond 67,PR,@ 16:30
1107-16499,1997-10-22,pd 65,NWA,pond 65,w 2 female N/t and 1 male ,@ 1445
1107-16499,1998-04-22,pd 66,NWA,pond 66,Pr,@ 1715; greater or equal to 3 yr
1107-16499,1998-05-09,pd 66,NWA,pond 66,Pr,@ 1907
1107-16499,1998-05-12,pd 50,NWA,pond 50,Pr,@ 0930
1107-16500,1997-05-28,Nest 081,NWA,unknown,"(-7) 
2 eggs",I.D. on Nest by RGC then flushed
1107-16500,1997-06-14,pd 90,NWA,pond 90,2 Ic's,@ 0809
1107-16500,1997-06-22,pd 90,NWA,pond 90,2 IIa-b,@ 0820
1107-16500,1997-06-28,pd 90,NWA,pond 90,w 2 IIa,@ 1046; circled 4 yr
1467-52327,1996-07-26,S pd 5338,NWA,unknown,w 9 III,@ 1150
1467-52327,1996-08-09,pd 4327,NWA,unknown,w 9 III,@ 1148
1467-52327,1996-06-22,pd 20,NWA,pond 20,w 8 Ib,@ 1825
1467-52327,1996-06-23,pd 1,NWA,pond 1,PR,@ 1741
1467-52328,1996-06-17,nest 012,NWA,unknown,7 hatched,-missed web tagging
1467-52329,1998-12-13,"Lacygne, Kansas",outside area,unknown,female shot,*No nasal tags intact
1467-52330,1996-07-26,S of pd 5338 1st pd S of powerlines in crop,NWA,unknown,"w 2 other marked females: WT triangle Grn square, yell square org square",*Note this was where female was brood reared
1467-52331,1997-05-30,E of 1255 N 104,NWA,unknown,Caught,@ 14:15
1467-52332,1997-05-02,pd 90,NWA,pond 90,Pr,@ am
