"","band_num","date_resighted","location","observer","status","comments","Other.notes..there.are.sometimes.handwritten.notes.such.as.the.one.in.this.binder.before.page.49","Brood.instead.of.Resightings","X","X.1","X.2","X.3"
"2724",NA,"1995-07-09","n245","SWL",NA,"""9 eggs""; ""@1240""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2725",NA,"1995-07-10",NA,"RGC",NA,"Location ""Nest"" Status ""Flushed from the nest""; ""@?""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2726",NA,"1995-07-12","Pd1E","SWL","9Ia's","""@1430""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2727",NA,"1995-07-14","Pd1E","RGC","9Ia's","""@1700""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2728",NA,"1995-07-15","Pd1","RGC","9Ia's","""@1340""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2729",NA,"1995-07-16","Pd1","RCG","9Ib's","""@0955""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2730",NA,"1995-07-17","Pd1","SWL","9Ib's","""@0951""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2731",NA,"1995-07-24","Pd1","SWL",NA,"""@0855""; ""W7IA's/7IB's/two females marked > wyotri/wtrioeir""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2732",NA,"1995-07-25","Pd1","STR",NA,"""@1410""; ""9 ducklings with 3 female LESC""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2733",NA,"1995-07-28","Pd1E","VL",NA,""">5Ib's""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2734",NA,"1995-08-06","Pd1","SLW","6IC's","""Female wt tri org circle around ""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2735",NA,"1995-08-15","Pd1","JC","6IIa's","""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2736",NA,"1996-06-10","Pd79W","SWL","Paired","""@1546""",NA,NA,"896-75131",NA,NA,NA
"2737",NA,"1996-06-09","Pd1SE","RGC","PR + 1 Male","""@0830""",NA,NA,"896-75131",NA,NA,NA
"2738",NA,"1996-08-04","Pd65","SF","w11IIB's","""@1304""",NA,NA,"896-75131",NA,NA,NA
"2739",NA,"1996-08-09","Pd4327","MG","w19IIB","""@1148""",NA,NA,"896-75131",NA,NA,NA
"2740",NA,"1992-07-08","n9",NA,NA,NA,NA,NA,"896-75142",NA,NA,NA
"2741",NA,NA,NA,NA,NA,NA,NA,NA,"896-75151",NA,NA,NA
"2742",NA,"1994-06-03","Pd1","SWL","Paired","""@0900""; ""Double tagged see nest S-19/90",NA,NA,"896-75154",NA,NA,NA
"2743",NA,"1994-06-21","Pd1","SWL, MC","Paired","""@1810""; ""NW end of island""; ""Double tagged see nest S-19/90",NA,NA,"896-75154",NA,NA,NA
"2744",NA,"1994-06-27","1 section ""Mille"" N of studied area west side of road","SWL/VL","PR","""@1202""; ""sitting on muskrats house""; ""Double tagged see nest S-19/90",NA,NA,"896-75154",NA,NA,NA
"2745",NA,"1993-05-18","Pd 7GE","RGC JAH","Paired",NA,NA,NA,"896-75158",NA,NA,NA
"2746",NA,"1993-05-27","Pd 1W","JAH","Paired",NA,NA,NA,"896-75158",NA,NA,NA
"2747",NA,"1994-05-13",NA,"RGC","Paired","Locaton ""W OF Bouissieres""",NA,NA,"896-75158",NA,NA,NA
"2748",NA,"1994-08-05",NA,"RGC",NA,"Locaton ""W OF Bouissieres""; ""9-IC""s (Not positive OR square symbol (maybe square symbol)""",NA,NA,"896-75158",NA,NA,NA
"2749",NA,"1994-07-15","n167","SL/VL/MC",NA,"Location ""E Pd905""",NA,NA,"896-75158",NA,NA,NA
"2750",NA,"1994-08-10",NA,"RGC","9-IIA""s","Location ""W OF Bouissieres""",NA,NA,"896-75158",NA,NA,NA
"2751",NA,"1995-05-04","Pd1","RGC","Paired","Location ""S end island""",NA,NA,"896-75158",NA,NA,NA
"2752",NA,"1995-05-19","Pd 6642","KH","Paired",NA,NA,NA,"896-75158",NA,NA,NA
"2753",NA,"1995-07-31","n313","STR/VL","Abandoned 8 eggs","""Nasal tags reattached, old ones fell of""",NA,NA,"896-75158",NA,NA,NA
"2754",NA,"1995-07-31","Pd90B","SWL/ Dorothy Lindeman","(With Br. Y wt circle @ 12IE""s)","""@1716 (also N. tag female)""",NA,NA,"896-75158",NA,NA,NA
"2755",NA,"1996-05-04","Pd6642","MG","Paired","""@0930""",NA,NA,"896-75158",NA,NA,NA
"2756",NA,"1996-05-10","Pd90B","RGC","PR","""@0845""",NA,NA,"896-75158",NA,NA,NA
"2757",NA,"1996-07-30","Pd6136","SWL","W11Ia-Ib","""@1003""",NA,NA,"896-75158",NA,NA,NA
"2758",NA,"1996-08-16","Pd6136","SF","w11IIA","""@1002"" Location Boussieres ?""",NA,NA,"896-75158",NA,NA,NA
"2759",NA,"1995-07-25","Pd1SE","STR/SWL","19 ducklings with 3 female LESC","""@1410""",NA,NA,"896-75160",NA,NA,NA
"2760",NA,"1995-05-04","Pd1","RGC","Paired","Additional note on page about 1992 sighting ",NA,NA,"896-75161",NA,NA,NA
"2761",NA,"1993-05-10","Pd1","RCG","Paired",NA,NA,NA,"896-75161",NA,NA,NA
"2762",NA,"1992-08-07","Pd1",NA,NA,NA,NA,NA,"896-75162",NA,NA,NA
"2763",NA,"1993-05-18","Pd1E","BKW","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2764",NA,"1993-05-19","Pd1E","RCG","Paired","na",NA,NA,"896-75162",NA,NA,NA
"2765",NA,"1993-05-10","Pd1W","JAH","Alone",NA,NA,NA,"896-75162",NA,NA,NA
"2766",NA,"1993-06-13","Pd1E","RGC","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2767",NA,"1993-06-16","Pd1E","BKW","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2768",NA,"1993-06-18","Pd1E","RGC","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2769",NA,"1993-06-22","Pd1E","RGC","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2770",NA,"1993-06-26","Pd1E","RGC","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2771",NA,"1993-05-27","nS-5","RGC/BKW","Nesting","""9 eggs""",NA,NA,"896-75162",NA,NA,NA
"2772",NA,"1993-07-08","nS-5","RGC","Nesting",NA,NA,NA,"896-75162",NA,NA,NA
"2773",NA,"1993-07-12","nS-5","RGC","Nesting",NA,NA,NA,"896-75162",NA,NA,NA
"2774",NA,"1993-07-14","Pd1E","RGC","Receess?",NA,NA,NA,"896-75162",NA,NA,NA
"2775",NA,"1993-07-19","nS-5","RGC","Nesting",NA,NA,NA,"896-75162",NA,NA,NA
"2776",NA,"1993-07-21","nS-5","RGC","Nesting",NA,NA,NA,"896-75162",NA,NA,NA
"2777",NA,"1993-07-22","nS-5","RGC/JAH","eggs pipped",NA,NA,NA,"896-75162",NA,NA,NA
"2778",NA,"1993-07-24","nS-5","RGC","Hatched","""one dead at nest""; ""CWS2950""",NA,NA,"896-75162",NA,NA,NA
"2779",NA,"1993-07-24","Pd1E","RGC","With 7Ia",NA,NA,NA,"896-75162",NA,NA,NA
"2780",NA,"1993-07-26","Pd1E","RGC","With 7Ia",NA,NA,NA,"896-75162",NA,NA,NA
"2781",NA,"1993-07-28","Pd1W","RGC","With 7Ia",NA,NA,NA,"896-75162",NA,NA,NA
"2782",NA,"1993-08-05","Pd1E","RGC","With 7Ib",NA,NA,NA,"896-75162",NA,NA,NA
"2783",NA,"1993-08-16","Pd1E","JAH","With 7Ib",NA,NA,NA,"896-75162",NA,NA,NA
"2784",NA,"1993-08-25","Pd1E","JAH","With 4IIc","""IIa??""",NA,NA,"896-75162",NA,NA,NA
"2785",NA,"1993-08-26","Pd1W","JAH","With 4IIc","""IIa??""",NA,NA,"896-75162",NA,NA,NA
"2786",NA,"1993-08-27","Pd65","JAH","Alone","""@0930""",NA,NA,"896-75162",NA,NA,NA
"2787",NA,"1994-05-13","Pd66","RGC","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2788",NA,"1994-05-27","Pd5338","LH","Paired",NA,NA,NA,"896-75162",NA,NA,NA
"2789",NA,"1994-06-01","Pd140","SWL","Paired","""@2132""",NA,NA,"896-75162",NA,NA,NA
"2790",NA,"1994-06-24","Pd66","STR/JF","Paired","""@0930""",NA,NA,"896-75162",NA,NA,NA
"2791",NA,"1994-05-29","Pd140","SWL","PR","""@2132""",NA,NA,"896-75162",NA,NA,NA
"2792",NA,"1994-06-27","Pd65","SWL","PR","""@1418""",NA,NA,"896-75162",NA,NA,NA
"2793",NA,"1994-06-28","Pd65","SWL","PR","""@0959""",NA,NA,"896-75162",NA,NA,NA
"2794",NA,"1994-06-28","Pd65","SWL","PR","""@1508""",NA,NA,"896-75162",NA,NA,NA
"2795",NA,"1994-07-01","Pd56","SR","PR","""@1747""",NA,NA,"896-75162",NA,NA,NA
"2796",NA,"1994-07-09","Pd67","SWL","PR","""@2030""",NA,NA,"896-75162",NA,NA,NA
"2797",NA,"1994-08-03","Pd65","RGC","8-IA's",NA,NA,NA,"896-75162",NA,NA,NA
"2798",NA,"1994-08-02","Pd65","SWL","8-IA's","""@1227""",NA,NA,"896-75162",NA,NA,NA
"2799",NA,"1994-08-02","Pd65","MC","8-IA's","""@1545""",NA,NA,"896-75162",NA,NA,NA
"2800",NA,"1994-08-03","Pd65","SWL","8-IA's","""@1101""",NA,NA,"896-75162",NA,NA,NA
"2801",NA,"1994-08-03","Pd65","MC","8-IA's","""@1615""",NA,NA,"896-75162",NA,NA,NA
"2802",NA,"1994-08-09","Pd67","SWL","7-IB's","""@1139""",NA,NA,"896-75162",NA,NA,NA
"2803",NA,"1994-08-13","Pd67","LH","7-IB's","""@Morning""",NA,NA,"896-75162",NA,NA,NA
"2804",NA,"1994-08-16","Pd20","SWL","Alone","""@1332""",NA,NA,"896-75162",NA,NA,NA
"2805",NA,"1994-08-18","Pd20","SLW","Alone","@1344""",NA,NA,"896-75162",NA,NA,NA
"2806",NA,"1994-08-15","Pd25","SLW","Alone","""@0810""",NA,NA,"896-75162",NA,NA,NA
"2807",NA,"1994-08-20","Pd67","SWL","6-IC's","""@1611""",NA,NA,"896-75162",NA,NA,NA
"2808",NA,"1994-08-21","Pd65","SWL","7-IC's","""@1354""",NA,NA,"896-75162",NA,NA,NA
"2809",NA,"1994-08-23","Pd65","SWL","7-IC's","""@1154""",NA,NA,"896-75162",NA,NA,NA
"2810",NA,"1994-08-24","Pd65","SWL","7-IC's","""@Evening""",NA,NA,"896-75162",NA,NA,NA
"2811",NA,"1994-08-29","Pd20","SWL","Alone","""@1047""",NA,NA,"896-75162",NA,NA,NA
"2812",NA,"1994-08-29","Pd20","SWL","13 other LESC","""@1409""",NA,NA,"896-75162",NA,NA,NA
"2813",NA,"1994-08-30","Pd20","RGC","13 LESC",NA,NA,NA,"896-75162",NA,NA,NA
"2814",NA,"1995-05-19","Pd66","STR","Paired","""@0900""",NA,NA,"896-75162",NA,NA,NA
"2815",NA,"1995-04-23","Pd90B","RGC","PR",NA,NA,NA,"896-75162",NA,NA,NA
"2816",NA,"1995-05-25","Pd5338","SWL","PR","""@1806""",NA,NA,"896-75162",NA,NA,NA
"2817",NA,"1995-05-26","Pd66","RW","Paired","""@0853""",NA,NA,"896-75162",NA,NA,NA
"2818",NA,"1995-06-08","Pd15","RGC","PR","""@1000""",NA,NA,"896-75162",NA,NA,NA
"2819",NA,"1995-06-09",NA,"RGC","Paired","@1130""",NA,NA,"896-75162",NA,NA,NA
"2820",NA,"1995-06-12","Pd1","SWL","Paired","""@0938""",NA,NA,"896-75162",NA,NA,NA
"2821",NA,"1995-06--13","Pd5338","SWL","Pr","""@1157""",NA,NA,"896-75162",NA,NA,NA
"2822",NA,"1995-06-16","Pd15","RGC","Pr","""@1120""",NA,NA,"896-75162",NA,NA,NA
"2823",NA,"1995-06-18","Pd53","KGC","Pr","""@?""",NA,NA,"896-75162",NA,NA,NA
"2824",NA,"1995-06-22","Pd5338","SWL","Alone","""@1135""; ""greater than or equal to 4 years""",NA,NA,"896-75162",NA,NA,NA
"2825",NA,"1995-06-28","Pd1; n248","RGC","Nesting","""@1415"";""(NEGR)",NA,NA,"896-75162",NA,NA,NA
"2826",NA,"1995-06-30","Pd15E","RGC","Alone ","""@2045""",NA,NA,"896-75162",NA,NA,NA
"2827",NA,"1995-07-24","Pd1","SWL","7IB8/7Ia's/WSq Ortri/ Wtri/orcir","""20848""",NA,NA,"896-75162",NA,NA,NA
"2828",NA,"1995-07-25","Pd1SE","STR/SWL/RGC","7Ia's","""@1410""",NA,NA,"896-75162",NA,NA,NA
"2829",NA,"1995-07-28","Pd1E","UC","greater or equal to 5","""@1000""",NA,NA,"896-75162",NA,NA,NA
"2830",NA,"1995-08-23","Pd1","SWL","16 young",NA,NA,NA,"896-75162",NA,NA,NA
"2831",NA,"1995-08-15","Pd1","GC","13 Young; 5IIB's, 3IIC's, 5IIa's",NA,NA,NA,"896-75162",NA,NA,NA
"2832",NA,"1996-05-25","Pd5338","UL","Paired","""@1140""",NA,NA,"896-75162",NA,NA,NA
"2833",NA,"1996-05-30","Pd1w","STR","Pr","""@1200""; ""(N end island)""",NA,NA,"896-75162",NA,NA,NA
"2834",NA,"1996-05-30","Pd1","SWL","Pr","""@1427""",NA,NA,"896-75162",NA,NA,NA
"2835",NA,"1996-06-24","Pd1","SWL","Pr","""@1730""",NA,NA,"896-75162",NA,NA,NA
"2836",NA,"1996-07-04","island","RGC","on nest","""@1415""",NA,NA,"896-75162",NA,NA,NA
"2837",NA,"1996-08-13","Pd1","SWL","W7IIa","""@0840""",NA,NA,"896-75162",NA,NA,NA
"2838",NA,"1996-08-14","Pd1","SF","W7IIA","""@0845""",NA,NA,"896-75162",NA,NA,NA
"2839",NA,"1996-08-18","Pd1","SW;","W7IIa","""@11:30""",NA,NA,"896-75162",NA,NA,NA
"2840",NA,"1996-08-22","Pd65","MG","greater or equal to 5IIb",NA,NA,NA,"896-75162",NA,NA,NA
"2841",NA,"1996-07-22","n418",NA,"2 likely hatch (6 eggs missing)",NA,NA,NA,"896-75162",NA,NA,NA
"2842",NA,"1992-09-03","Pd1",NA,NA,NA,NA,NA,"896-75175",NA,NA,NA
"2843",NA,NA,NA,NA,NA,NA,NA,NA,"896-75171",NA,NA,NA
"2844",NA,"1991","DRIVE TRAP POND 1",NA,NA,"""web tag YOR 801 YOR 802""",NA,NA,"896-75138",NA,NA,NA
"2845",NA,"1990","n16",NA,NA,"""web tag YOR 0672""",NA,NA,"896-62850",NA,NA,NA
"2846",NA,"1990","n7",NA,NA,"""web tag YOR 0601""",NA,NA,"896-62851",NA,NA,NA
"2847",NA,"1990","n16",NA,NA,"""web tag YOR 0671""",NA,NA,"896-62852",NA,NA,NA
"2848",NA,NA,NA,NA,NA,NA,NA,NA,"896-62844",NA,NA,NA
"2849",NA,"1990","n5",NA,NA,"""web tag YOR 0639""",NA,NA,"896-62857",NA,NA,NA
"2850",NA,"1990","n5",NA,NA,"""web tag YOR 0644""",NA,NA,"896-62858",NA,NA,NA
"2851",NA,"1990","n5",NA,NA,"""web tag YOR 0640""",NA,NA,"896-62859",NA,NA,NA
"2852",NA,"1993-04-27","Pd1W","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2853",NA,"1993-04-29","Pd1E","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2854",NA,"1993-05-01","Pd1N","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2855",NA,"1993-05-04","Pd1","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2856",NA,"1993-05-18","Pd1W","BKW","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2857",NA,"1993-06-01","Pd1E","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2858",NA,"1993-06-13","Pd1E","BKW","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2859",NA,"1993-06-15","Pd1","JAH","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2860",NA,"1993-06-16","Pd1W","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2861",NA,"1993-06-16","Pd1W","BKW","paired ",NA,NA,NA,"896-75755",NA,NA,NA
"2862",NA,"1993-06-18","Pd1W",NA,"paired",NA,NA,NA,"896-75755",NA,NA,NA
"2863",NA,"1993-06-20","Pd1W","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2864",NA,"1993-06-22","Pd1E","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2865",NA,"1993-06-24","Pd1W","BKW","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2866",NA,"1993-06-26","Pd1E","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2867",NA,"1993-06-28","Pd1E","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2868",NA,"1993-07-01","Pd1W","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2869",NA,"1994-04-22","Pd1","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2870",NA,"1994-04-23","Pd1SW","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2871",NA,"1994-04-24","Pd1SE","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2872",NA,"1994-05-06","Pd W of Boussiere","SWK","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2873",NA,"1994-04-30","Pd1E","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2874",NA,"1994-05-23","Pd11","VL","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2875",NA,"1994-05-14","Pd1W","RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2876",NA,"1995-06-02","Pd1Nend","SWL","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2877",NA,"1995-06-26","SEshore_of_island","RW","PR",NA,NA,NA,"896-75755",NA,NA,NA
"2878",NA,"1995-06-08","Pd5338","RGC","PR",NA,NA,NA,"896-75755",NA,NA,NA
"2879",NA,"1995-05-04","SendPd1","UL, RGC","paired",NA,NA,NA,"896-75755",NA,NA,NA
"2880",NA,"1995-05-09","Pd65","KLH/SWL","PR","""@1504""",NA,NA,"896-75755",NA,NA,NA
"2881",NA,"1995-05-11","Pd19E","RGC","PR","""5 years""",NA,NA,"896-75755",NA,NA,NA
"2882",NA,"1995-05-31","Pd1","RGC/DC","PR + 1 Male","""@2048""",NA,NA,"896-75755",NA,NA,NA
"2883",NA,"1995-06-07","Pd79E","SWL","PR + 1 Male","""@1331",NA,NA,"896-75755",NA,NA,NA
"2884",NA,"1995-06-09","Pd5338","STR","PR","""@1016""",NA,NA,"896-75755",NA,NA,NA
"2885",NA,"1995-06-12","Pd1","SWL","PR","""@0928""",NA,NA,"896-75755",NA,NA,NA
"2886",NA,"1995-06-13","Pd79","JC/VL/SWL",NA,"""@1538""",NA,NA,"896-75755",NA,NA,NA
"2887",NA,"1995-06-14","Pd1W","RW","PR","""@1720""",NA,NA,"896-75755",NA,NA,NA
"2888",NA,"1995-06-19","Pd1E","RGC","PR","""@1015""",NA,NA,"896-75755",NA,NA,NA
"2889",NA,"1995-06-30","Pd1E","RGC","PR","""@1848""",NA,NA,"896-75755",NA,NA,NA
"2890",NA,"1995-07-03","Pd1E","RGC","PR","""@1610""",NA,NA,"896-75755",NA,NA,NA
"2891",NA,"1995-07-10","Island;n225","RGC","flushed from nest",NA,NA,NA,"896-75755",NA,NA,NA
"2892",NA,"1995-07-11","Pd1","SWL","alone","""@1825""",NA,NA,"896-75755",NA,NA,NA
"2893",NA,"1995-07-15","Pd1","RGC","cont'd","""@1400""",NA,NA,"896-75755",NA,NA,NA
"2894",NA,"1995-07-17","SEPd1","RGC","greater than or equal to 6IA's",NA,NA,NA,"896-75755",NA,NA,NA
"2895",NA,"1995-07-20","Pd1","JC","5IB's","""@0930""",NA,NA,"896-75755",NA,NA,NA
"2896",NA,"1995-07-24","Pd1","SWL","W female; other marked females; WT.SQORGTii/WtYORGtri and 7IA's/7IB's","""@0848""",NA,NA,"896-75755",NA,NA,NA
"2897",NA,"1995-08-15","Pd1","JC","5IIA's",NA,NA,NA,"896-75755",NA,NA,NA
"2898",NA,"1996-05-04","Pd1E","RGC","Paired","""@1100""",NA,NA,"896-75755",NA,NA,NA
"2899",NA,"1996-05-10","Pd1E","SWL","PR","""@morning""",NA,NA,"896-75755",NA,NA,NA
"2900",NA,"1996-05-30","Pd1W","RGC","PR","""@1310""",NA,NA,"896-75755",NA,NA,NA
"2901",NA,"1996-06-09","Island; n210","SWL","Flushed from nest","""@1034""",NA,NA,"896-75755",NA,NA,NA
"2902",NA,"1996-06-12","Island; n210","RGC",NA,"""@1000""",NA,NA,"896-75755",NA,NA,NA
"2903",NA,"1996-07-09","n292","RGC","11 hatch",NA,NA,NA,"896-75755",NA,NA,NA
"2904",NA,"1996-07-09","Pd1SE","RGC","11IA","""@1345""",NA,NA,"896-75755",NA,NA,NA
"2905",NA,"1996-07-14","Pd1E","SGR","11Ia","""@1430""",NA,NA,"896-75755",NA,NA,NA
"2906",NA,"1997-07-09","n331 (Island)","RGC",NA,NA,NA,NA,"896-75755",NA,NA,NA
"2907",NA,"1997-07-10","n331 (Island)","RGC","9 hatched",NA,NA,NA,"896-75755",NA,NA,NA
"2908",NA,"1997-07-11","Pd1W","RGC","W20IA's/also brown circle with triangle-11th, 14,15",NA,NA,NA,"896-75755",NA,NA,NA
"2909",NA,"1997-07-15","Pd1","WK","W greater than or equal to 7Ia's","""@1645""",NA,NA,"896-75755",NA,NA,NA
"2910",NA,"1997-07-14","Pd1","RGC","W18Ia's","""@1625""",NA,NA,"896-75755",NA,NA,NA
"2911",NA,"1997-07-28","Pd1","RGC","W23Ia-b W21IIa","""-BROWHOUAL - BROWHA""",NA,NA,"896-75755",NA,NA,NA
"2912",NA,"1997-07-17","Pd1","EMS","W11Ib's W18Ib-c","""-LBOUALXZ -2XmaleN/t - +BROWHA""",NA,NA,"896-75755",NA,NA,NA
"2913",NA,"1997-08-07","Pd1","MG","W50-51IIa-IIb's","""+3femaleN/t-BRNOWHta,LBOUALXZ, 2female n/t""",NA,NA,"896-75755",NA,NA,NA
"2914",NA,"1997-08-11","Pd1","SWL","W14-IIc W10IIa","""greater than or equal to BRNOWHT triangle - female n/t""",NA,NA,"896-75755",NA,NA,NA
"2915",NA,"1998-04-29","SWPd1","RGC","PR","""@1755""",NA,NA,"896-75755",NA,NA,NA
"2916",NA,"1998-05-06""","Pd1","RGC","PR","""@1930""",NA,NA,"896-75755",NA,NA,NA
"2917",NA,"1998-05-07","Pd1S","RGC","PR","""@1410""",NA,NA,"896-75755",NA,NA,NA
"2918",NA,"1998-05-08","Pd125s","RGC","PR","""@1120 (good)""",NA,NA,"896-75755",NA,NA,NA
"2919",NA,"1998-05-12","Pd1S","RGC","PR","""@1315""",NA,NA,"896-75755",NA,NA,NA
"2920",NA,"1998-05-17","Pd5","RGC","PR","Date listed from May 17th-May19th",NA,NA,"896-75755",NA,NA,NA
"2921",NA,"1998-05-15","Pd1SW","SWL","PR","""@1803""",NA,NA,"896-75755",NA,NA,NA
"2922",NA,"1998-05-28","Pd1SW","RGC","PR","""@1315""",NA,NA,"896-75755",NA,NA,NA
"2923",NA,"1998-06-02","Pd1","JGS/SWL","PR","""@0920""",NA,NA,"896-75755",NA,NA,NA
"2924",NA,"1998-06-08","Pd1W","SWL","PR","""@0824""",NA,NA,"896-75755",NA,NA,NA
"2925",NA,"1998-06-15","Pd1W","EMS","PR","""@1640 (100%)""",NA,NA,"896-75755",NA,NA,NA
"2926",NA,"1998-06-26","n326","RGC","6 eggs","""@1600 (abandoned, human)""",NA,NA,"896-75755",NA,NA,NA
"2927",NA,"1994-05-27","Pd1W","SWL, STR","paired, copulating","""@1045""",NA,NA,"896-75174",NA,NA,NA
"2928",NA,"1992","n23",NA,NA,"""Web tab YOR2525""",NA,NA,"896-75172",NA,NA,NA
"2929",NA,"1992","n23",NA,NA,"""Web tag YOR2624""",NA,NA,"896-75176",NA,NA,NA
"2930",NA,"1992-09-03","Pd1",NA,NA,NA,NA,NA,"896-75176",NA,NA,NA
"2931",NA,"1994-08-05","Pd4857","RGC","possibly with brood","""caught in brood drive!"", ""nasal tags ripped off taking beak top with it."" ""some time previous to this capture""",NA,NA,"896-75176",NA,NA,NA
"2932",NA,"1992","n7",NA,NA,"""Web tag YOR2614""",NA,NA,"896-75177",NA,NA,NA
"2933",NA,"1992","n8",NA,NA,"""Web tag YOR2605""",NA,NA,"896-75178",NA,NA,NA
"2934",NA,"1992","n23",NA,NA,"""Web tag YOR2627""",NA,NA,"896-75179",NA,NA,NA
"2935",NA,"1992","n23",NA,NA,"""Web tag YOR2607""",NA,NA,"896-75173",NA,NA,NA
"2936",NA,"1992-09-03","Pd1",NA,NA,NA,NA,NA,"896-75173",NA,NA,NA
"2937",NA,"1992","n17",NA,NA,"""Web tag YOR2667/2668""",NA,NA,"896-75186",NA,NA,NA
"2938",NA,"1992","n20",NA,NA,"""Web tag YOR2673""",NA,NA,"896-75187",NA,NA,NA
"2939",NA,"1992","n17",NA,NA,"""Web tag YOR2662""",NA,NA,"896-75191",NA,NA,NA
"2940",NA,"1992-08-07","Pd1",NA,NA,"""Web tag YOR2680""",NA,NA,"896-75192",NA,NA,NA
"2941",NA,"1992","n20",NA,NA,"""Web tag YOR2672""",NA,NA,"896-75194",NA,NA,NA
"2942",NA,"1992","n21",NA,NA,"""Web tag YOR2659""",NA,NA,"896-75197",NA,NA,NA
"2943",NA,"1992-08-07","Pd1",NA,NA,"""Web tag YOR2677""",NA,NA,"896-75199",NA,NA,NA
"2944",NA,"1992-08-07","Pd1",NA,NA,"""Web tag YOR2679; shot 1992-01-28"" @ Allport, Arkansas""",NA,NA,"896-75200",NA,NA,NA
"2945",NA,"1991-07-17","Pd1 n11",NA,NA,NA,NA,NA,"896-62884",NA,NA,NA
"2946",NA,"1992-07-09","n23",NA,NA,NA,NA,NA,"896-62884",NA,NA,NA
"2947",NA,"1915-07-17","n300","KLH/SRT","continued",NA,NA,NA,"686-13933",NA,NA,NA
"2948",NA,"1995-07-29","Pd79E","JC","4Ia's","""@0930""; 4 years",NA,NA,"686-13933",NA,NA,NA
"2949",NA,"1995-08-01","Pd78E","SWL","4Ia's","""@1620""; 4 years",NA,NA,"686-13933",NA,NA,NA
"2950",NA,"1995-08-03","Pd78E","SWL","4Ib's","4 years",NA,NA,"686-13933",NA,NA,NA
"2951",NA,"1995-08-04","Pd79E","SWL","4Ib's","""@0810""; 4 years",NA,NA,"686-13933",NA,NA,NA
"2952",NA,"1995-08-06","Pd79E","SWL","4IB's","4 years",NA,NA,"686-13933",NA,NA,NA
"2953",NA,"1995-08-07","Pd79E","SWL","4IB's","""@1031""; 4 years",NA,NA,"686-13933",NA,NA,NA
"2954",NA,"1995-08-11","Pd79B","STR","4IB's","""@1300""; 4 years",NA,NA,"686-13933",NA,NA,NA
"2955",NA,"1995-08-15","Pd20","SWL","W(wtYwtYfemaleLESC)","""@1218""; 4 years",NA,NA,"686-13933",NA,NA,NA
"2956",NA,"1996-05-04","Pd70","SWL","Paired","""@1000""",NA,NA,"686-13933",NA,NA,NA
"2957",NA,"1996-05-07","Pd67","STR","Paired","""@1428""",NA,NA,"686-13933",NA,NA,NA
"2958",NA,"1996-06-09","n172",NA,NA,NA,NA,NA,"686-13933",NA,NA,NA
"2959",NA,"1996-05-10","Pd26","STR","PR","""@1015""",NA,NA,"686-13933",NA,NA,NA
"2960",NA,"1996-05-10","Pd71","STR","PR","""@0950""",NA,NA,"686-13933",NA,NA,NA
