"","band_num","date_resighted","location","observer","status","comments","Other.notes..there.are.sometimes.handwritten.notes.such.as.the.one.in.this.binder.before.page.49","Brood.instead.of.Resightings","X","X.1","X.2","X.3"
"2475","2367-85606","1998-07-14","Nest","SWL","5 h/g",NA,NA,"",NA,NA,NA,NA
"2476","2367-85607",NA,NA,NA,NA,"There are no entries on this page",NA,"",NA,NA,NA,NA
"2477","2367-85608","1998-07-07","N282","JJK, JGS","cont mist net","@ 1430 7 eggs",NA,"",NA,NA,NA,NA
"2478","2367-85608","1998-07-16","N282","JJK/BBB/SWL","Webtag  ","pipped 7 eggs",NA,"",NA,NA,NA,NA
"2479","2367-85608","1999-06-11","4136","SWL/PAL","Pr","@ 0745",NA,"",NA,NA,NA,NA
"2480","2367-85609","1998-07-09","N235","RGC","5 eggs 3 rotten","@ 930 (Human Aband)",NA,"",NA,NA,NA,NA
"2481","2367-85609","1999-05-12","pd 6642","SWL","PR","@ 1140",NA,"",NA,NA,NA,NA
"2482","2367-85609","1999-05-25","pd 10","SWL","female found dead","band on leg (no head bill available)",NA,"",NA,NA,NA,NA
"2483","2367-85610","1998-07-18","N347 pd 2","SWL","cont webtag ","7 hatched",NA,"",NA,NA,NA,NA
"2484","2367-85610","1998-07-29","6672","JJK","3 Ic","@ 943",NA,"",NA,NA,NA,NA
"2485","2367-85610","1999-04-26","pd 1 E","RDD","PR",NA,NA,"",NA,NA,NA,NA
"2486","2367-85610","1999-04-27","pd 1 E","KWD","PR ","@ 1230 VG",NA,"",NA,NA,NA,NA
"2487","2367-85610","1999-05-19","pd 1 ","RDD","PR","v. good @ 0840",NA,"",NA,NA,NA,NA
"2488","2367-85610","1999-05-27","N 041 flushed to pd 1 ","scoped by SWL","PR","100% aband/depred. 2 June 99",NA,"",NA,NA,NA,NA
"2489","2367-85611","1998-07-23","Nest","EMS","6 H/G",NA,NA,"",NA,NA,NA,NA
"2490","2367-85731","1998-05-27","Nest 019","EMS/SWL","cont","caught and marked",NA,"",NA,NA,NA,NA
"2491","2367-85731","1998-06-09","Nest 019","EMS","Nest depredated ",NA,NA,"",NA,NA,NA,NA
"2492","2367-85732","1998-06-14","N 046","SWL","Dep. ",NA,NA,"",NA,NA,NA,NA
"2493","2367-85732","1998-06-14","pd 25","SWL","PR","@ 1100",NA,"",NA,NA,NA,NA
"2494","2437-54001","2000-04-27","140","RGC",NA,"good",NA,"",NA,NA,NA,NA
"2495","2437-54001","2000-04-26","140","KWD",NA,"v.g 1:00",NA,"",NA,NA,NA,NA
"2496","2437-54001","2000-05-04","140","RGC",NA,"Excellent",NA,"",NA,NA,NA,NA
"2497","2437-54001","2000-05-02","140","KWD","PR","good @ 1643",NA,"",NA,NA,NA,NA
"2498","2437-54001","2000-05-12","pd 140","BBB","PR","exc @ 1035",NA,"",NA,NA,NA,NA
"2499","2437-54001","2000-06-07","pd 140","KWD","Pr","@ 1035 VG",NA,"",NA,NA,NA,NA
"2500","2437-54002","1999-07-28","pd 90","BBB","female","broody 100%",NA,"",NA,NA,NA,NA
"2501","2437-54002","1999-06-05","N024","BBB/HDB","7 pipping",NA,NA,"",NA,NA,NA,NA
"2502","2437-54002","2000-05-26","1 E","KWD","Pr","Fair @ 1140",NA,"",NA,NA,NA,NA
"2503","2437-54002","2000-06-01","1 W","BBB","Pr","exc. @ 1232",NA,"",NA,NA,NA,NA
"2504","2437-54002","2000-06-07","1 W","SWL","Pr","@ 0722",NA,"",NA,NA,NA,NA
"2505","2437-54002","2000-06-23","1 E","KWD","female","@ 1325 exc",NA,"",NA,NA,NA,NA
"2506","2437-54002","2000-07-07","(ISL) N218","KWD","female","@ 1240, exc!!!!",NA,"",NA,NA,NA,NA
"2507","2437-54002","2000-08-11","pd 90","BBB","w/ 5 IB's","@ 0740 fair",NA,"",NA,NA,NA,NA
"2508","2437-54003","2000-04-27","1 E","RGC","paired","V. good   ",NA,"",NA,NA,NA,NA
"2509","2437-54003","2000-05-04","pd 66","BAP","PR","V. good   ",NA,"",NA,NA,NA,NA
"2510","2437-54003","2000-05-12","pd 1 W","BBB","PR","exc @ 1035",NA,"",NA,NA,NA,NA
"2511","2437-54003","2000-05-17","in field b/w pd 26 and 67","PC","Pr","@ 1945 VG",NA,"",NA,NA,NA,NA
"2512","2437-54003","2000-05-18","1 W","BBB","Pr","@ 0954 VG",NA,"",NA,NA,NA,NA
"2513","2437-54003","2000-05-24","in crop west of pd 67","PC","Pr","exc @ 1058",NA,"",NA,NA,NA,NA
"2514","2437-54003","2000-05-26","20 W","PC","Pr","exc @ 1225",NA,"",NA,NA,NA,NA
"2515","2437-54003","2000-05-19","1 W","BBB","Pr","v.good",NA,"",NA,NA,NA,NA
"2516","2437-54004","2000-05-02","in crop S 110/111","SWL","Pr","@ 1822 G 95%",NA,"",NA,NA,NA,NA
"2517","2437-54004","2000-05-08","pd 1 W","KWD/PC","Pr","@ 1440 good",NA,"",NA,NA,NA,NA
"2518","2437-54004","2000-05-12","pd 1 W","BBB","Pr","@ 0825",NA,"",NA,NA,NA,NA
"2519","2437-54005","1999-06-25","N100","BBB","3 H/G 2 moved to Nest 047 STD 9209-10",NA,NA,"",NA,NA,NA,NA
"2520","2437-54005","2000-04-26","90","KWD",NA,"v.g 3:20",NA,"",NA,NA,NA,NA
"2521","2437-54005","2000-05-04","1 E","KWD","PR","Good @ 0927",NA,"",NA,NA,NA,NA
"2522","2437-54005","2000-05-17","1 E","PC","Pr","@ 1250 good",NA,"",NA,NA,NA,NA
"2523","2437-54005","2000-05-24","SE of pd 109","SWL","Pr","@ 0822 100%",NA,"",NA,NA,NA,NA
"2524","2437-54005","2000-06-14","pd 90","KWD","Pr","@ 0955 EXC",NA,"",NA,NA,NA,NA
"2525","2437-54005","2000-06-14","pd 90","SWL","Pr","@ 0940",NA,"",NA,NA,NA,NA
"2526","2437-54005","2000-05-08","pd 1 W","KWD","Pr","fair   ",NA,"",NA,NA,NA,NA
"2527","2437-54006","2000-08-11","pd 80","BAP","w/ 9IIc's ","@ 0750 v.good",NA,"",NA,NA,NA,NA
"2528","2437-54007","1999-07-09","N172","RDD","Dep",NA,NA,"",NA,NA,NA,NA
"2529","2437-54008","1999-06-27","N058","RDD","Aban. ",NA,NA,"",NA,NA,NA,NA
"2530","2437-54009",NA,NA,NA,NA,"There are no entries on this page",NA,"",NA,NA,NA,NA
"2531","2437-54010","1999-07-04","N107","SWL, KDH","Hatching",NA,NA,"",NA,NA,NA,NA
"2532","2437-54010","2000-05-04","pd 1 E","KWD","Pr","fair @ 0940",NA,"",NA,NA,NA,NA
"2533","2437-54010","2000-06-07","pd 1 W","SWL","Pr","@ 0722 100%",NA,"",NA,NA,NA,NA
"2534","2437-54010","2000-06-13","pd 1 N","RGC","Pr","@ 1115",NA,"",NA,NA,NA,NA
"2535","2437-54010","2000-07-19","N212","CAG, KWD,BAP","7 eggs 23 days inc",NA,NA,"",NA,NA,NA,NA
"2536","2437-54011","1999-07-08","N169","RDD/CJB","Dep. ",NA,NA,"",NA,NA,NA,NA
"2537","2437-54012","2000-04-27","pd 50","SWL","PR",NA,NA,"",NA,NA,NA,NA
"2538","2437-54012","2000-05-02","pd 4336","BBB","PR","@ 1550 V.G.",NA,"",NA,NA,NA,NA
"2539","2437-54012","2000-05-13","pd 1 E","PC","Pr","@ 1335",NA,"",NA,NA,NA,NA
"2540","2437-54012","2000-05-19","pd 1 E","BBB","Pr","@ 1044 EXC",NA,"",NA,NA,NA,NA
"2541","2437-54012","2000-05-26","1 E","KWD","Pr","VG-G @1106",NA,"",NA,NA,NA,NA
"2542","2437-54013",NA,NA,NA,NA,"There are no entries on this page",NA,"",NA,NA,NA,NA
"2543","2437-54014","1999-07-20","N221","RDD","Dep. ",NA,NA,"",NA,NA,NA,NA
"2544","2437-54014","2000-04-27","pd 26","SWL","PR","@ 0830",NA,"",NA,NA,NA,NA
"2545","2437-54014","2000-04-27","pd 4857","BBB","PR","@ 0950",NA,"",NA,NA,NA,NA
"2546","2437-54014","2000-05-04","pd 26","BBB","PR","@ 0750  ",NA,"",NA,NA,NA,NA
"2547","2437-54014","2000-05-23","N018","BAP,SWL,KWD","9 eggs, 5-8 days inc. ","Refitted w/ same combo",NA,"",NA,NA,NA,NA
"2548","2437-54014","2000-06-07","N018","SWL","dep. ",NA,NA,"",NA,NA,NA,NA
"2549","2437-54015","1999-07-10","N233","BBB","4 H/G",NA,NA,"",NA,NA,NA,NA
"2550","2437-54015","2000-05-24","1 W","SWL","?","@ 0745",NA,"",NA,NA,NA,NA
"2551","2437-54015","2000-05-31","1 W","KWD","PR","excellent @ 1210",NA,"",NA,NA,NA,NA
"2552","2437-54015","2000-07-14","N204","KWD/BBB","8 eggs, -20-22 days ","Trapped by weller",NA,"",NA,NA,NA,NA
"2553","2437-54016","1999-07-28","pd 90","BBB","Pr","@ 1045 100%",NA,"",NA,NA,NA,NA
"2554","2437-54016","1999-07-07","N267 ISL","BBB/CAG/PAL","9 eggs",NA,NA,"",NA,NA,NA,NA
"2555","2437-54016","1999-07-10","N267 ISL","RDD, MAN","Dep. ",NA,NA,"",NA,NA,NA,NA
"2556","2437-54017","1999-07-29","N291","BAP","6 hatch?",NA,NA,"",NA,NA,NA,NA
"2557","2437-54018","1999-08-09","pd 65","RDD","female","@ 0825",NA,"",NA,NA,NA,NA
"2558","2437-54018","1999-08-02","N307","KWD, PMD","Dep",NA,NA,"",NA,NA,NA,NA
"2559","2437-54018","2000-05-02","pd 6136","BBB","PR","V.G",NA,"",NA,NA,NA,NA
"2560","2437-54018","2000-05-04","pd 6136","BBB",NA,"excellent, @ 15:45",NA,"",NA,NA,NA,NA
"2561","2437-54019","2000-04-26","1 W","KWD",NA,"V.good @ 11:45",NA,"",NA,NA,NA,NA
"2562","2437-54019","2000-04-27","1 E","RGC",NA,"V.good",NA,"",NA,NA,NA,NA
"2563","2437-54019","2000-05-02","1","BB",NA,"@ 1600 v. good",NA,"",NA,NA,NA,NA
"2564","2437-54019","2000-05-17","1 W","KWD","Pr","@ 1320 good",NA,"",NA,NA,NA,NA
"2565","2437-54019","2000-05-19","1 South","BBB","Pr","@ 0958 Exc 100%",NA,"",NA,NA,NA,NA
"2566","2437-54019","2000-05-24","1 W","PC","Pr","@ 800 VG. ",NA,"",NA,NA,NA,NA
"2567","2437-54020","2000-07-19","N214 ISL","BBB","8 eggs @ 21-22 d","exc. Scoped after flushed from nest ",NA,"",NA,NA,NA,NA
"2568","2437-54021","2000-04-27","1 E","RGC","PR","@ v.good",NA,"",NA,NA,NA,NA
"2569","2437-54021","2000-05-02","1 E ","KWD","PR","fair 4:22",NA,"",NA,NA,NA,NA
"2570","2437-54021","2000-05-08","1 E ","KWD/PC","Pr","@ 1608 Good",NA,"",NA,NA,NA,NA
"2571","2437-54021","2000-05-12","1 E","BBB","Pr","@ 0930 100%",NA,"",NA,NA,NA,NA
"2572","1617-93801","2000-05-23","N024","CAG/BBB/PC","10 eggs 4 days inc",NA,NA,"",NA,NA,NA,NA
"2573","1617-93801","2000-06-16","N024","BBB","Dep. ",NA,NA,"",NA,NA,NA,NA
"2574","1617-93802","2000-05-26","N022","BAP/PC/BBB/KWD","7 eggs, 17 days inc",NA,NA,"",NA,NA,NA,NA
"2575","1617-93802","2000-06-08","N022","KWD","Hatched",NA,NA,"",NA,NA,NA,NA
"2576","1617-93803","2000-06-25","pd 50","RGC/PAL","Pr","@ 1046, excellent",NA,"",NA,NA,NA,NA
"2577","1617-93803","2000-06-22","N 052","BAP","destroyed nest",NA,NA,"",NA,NA,NA,NA
"2578","1617-93804","2000-06-25","pd 90b","RGC","Pr","@ 1040 VG",NA,"",NA,NA,NA,NA
"2579","1617-93804","2000-06-07","N079","BAP/SWL/KWD","7 eggs 6-8 days inc",NA,NA,"",NA,NA,NA,NA
"2580","1617-93804","2000-06-22","N079","BAP","nest destroyed",NA,NA,"",NA,NA,NA,NA
"2581","1617-93805","2000-06-12","N081","SWL/CAG/PAL","8 eggs 4-6 inc",NA,NA,"",NA,NA,NA,NA
"2582","1617-93805","2000-06-26","N081","PC/KWD","Abandoned nest",NA,NA,"",NA,NA,NA,NA
"2583","1617-93808","2000-07-11","N222","BBB/KWD/BAP","8 eggs 22-24 inc",NA,NA,"",NA,NA,NA,NA
"2584","2437-54023","2000-06-12","N082","BAP/BBB/KWD","10 eggs 3 days inc",NA,NA,"",NA,NA,NA,NA
"2585","2437-54023","2000-06-22","N082","BAP/BBB/KWD","dep",NA,NA,"",NA,NA,NA,NA
"2586","1617-93806","2000-06-28","N111","BAP/PC/BBB  ","6 eggs 15 days inc",NA,NA,"",NA,NA,NA,NA
"2587","1617-93806","2000-07-11","N111","BBB/KWD/BAP","hatched ",NA,NA,"",NA,NA,NA,NA
"2588","1617-93807",NA,NA,NA,NA,"There are no entries on this page",NA,"",NA,NA,NA,NA
"2589","1617-93809",NA,NA,NA,NA,"There are no entries on this page",NA,"",NA,NA,NA,NA
"2590",NA,NA,NA,NA,NA,NA,NA,NA,"596-68118",NA,NA,NA
"2591",NA,NA,NA,NA,NA,NA,NA,NA,"596-68119",NA,NA,NA
"2592",NA,NA,NA,NA,NA,NA,NA,NA,"596-68120",NA,NA,NA
"2593",NA,"1990-07-08","nS22",NA,"incubating ",NA,NA,NA,"596-68121",NA,NA,NA
"2594",NA,"1990-07-08","nS21",NA,NA,NA,NA,NA,"596-68112",NA,NA,NA
"2595",NA,"1991-07-05","n20",NA,NA,"""found dead 1991 on SE side PD 1""",NA,NA,"596-68112",NA,NA,NA
"2596",NA,"1989-07-19","E ISLAND PD1",NA,NA,"",NA,NA,"596-68123",NA,NA,NA
"2597",NA,"1991-07-28","NW66",NA,NA," ""nest 29 1991""",NA,NA,"596-68123",NA,NA,NA
"2598",NA,"1990-07-08","nS01",NA,NA,NA,NA,NA,"596-68124",NA,NA,NA
"2599",NA,"1990-07-90","nS16",NA,NA,NA,NA,NA,"596-68133",NA,NA,NA
"2600",NA,"1991-07-25","E PD 1 ",NA,NA,"""Nest-S-19"" ",NA,NA,"596-68133",NA,NA,NA
"2601",NA,"1991-08-09","PD 1",NA,NA,"",NA,NA,"596-68133",NA,NA,NA
"2602",NA,NA,NA,NA,NA,NA,NA,NA,"596-68172",NA,NA,NA
"2603",NA,"1990-07-08","nS7",NA,NA,"Year was missing from resighting date. We are going off of banding year.",NA,NA,"596-68173",NA,NA,NA
"2604",NA,"1990-08-09","PD 1",NA,NA,"Year was missing from resighting date. We are going off of banding year.; ",NA,NA,"596-68173",NA,NA,NA
"2605",NA,"1990-07-25","SCAUP 12",NA,NA,"We don't know location code meaning",NA,NA,"596-68182",NA,NA,NA
"2606",NA,"1991-07-06","n23",NA,NA,NA,NA,NA,"596-68184",NA,NA,NA
"2607",NA,"1994-07-27","NEPD1","RGC/MD, SWL, VL","nest","""nest 181""",NA,NA,"596-68184",NA,NA,NA
"2608",NA,"1995-05-09","Pd 67","SWL/KLH/LQA","PR","""@1431""",NA,NA,"596-68184",NA,NA,NA
"2609",NA,"1995-05-11","Pd 67","STR/RW","PR","""0920""",NA,NA,"596-68184",NA,NA,NA
"2610",NA,"1995-05-25","Pd 5338","SWL","PR","""@1445"", ""> 6 years""",NA,NA,"596-68184",NA,NA,NA
"2611",NA,"1995-05-26","Pd 1 ","SWL, RZ","PR","""by beaver house"", ""@0906""",NA,NA,"596-68184",NA,NA,NA
"2612",NA,"1995-06-03","Pd 1","RZ, SWL","PR","""@0900""",NA,NA,"596-68184",NA,NA,NA
"2613",NA,"1995-06-05","Pd 1","RZ, SWL","PR","""@0900""",NA,NA,"596-68184",NA,NA,NA
"2614",NA,"1995-06-07","Pd 5338","SWL","PR","""@1630""",NA,NA,"596-68184",NA,NA,NA
"2615",NA,"1995-06-07","Pd 79E","SWL","PR","""@1526""",NA,NA,"596-68184",NA,NA,NA
"2616",NA,"1995-06-08","Pd 5338","GC","PR","""@1815""",NA,NA,"596-68184",NA,NA,NA
"2617",NA,"1995-06-09","Pd 15","RGC","PR","""@1130""",NA,NA,"596-68184",NA,NA,NA
"2618",NA,"1995-06-13","Pd 5338","SWL","PR","""@1153""",NA,NA,"596-68184",NA,NA,NA
"2619",NA,"1996-05-15","Pd S of Pd","AJF","PR","""@1800""; ""#5338""",NA,NA,"596-68184",NA,NA,NA
"2620",NA,"1996-07-11","Pd 1","SDR","PR","""@1710""",NA,NA,"596-68184",NA,NA,NA
"2621",NA,"1998-05-11","Pd 97","SWL","PR","""@1243""",NA,NA,"596-68184",NA,NA,NA
"2622",NA,"1998-05-12","Pd 125N","EMS","PR","""@0930""",NA,NA,"596-68184",NA,NA,NA
"2623",NA,"1988-06-09","Pd 1","SWL","PR","""@1148""",NA,NA,"596-68184",NA,NA,NA
"2624",NA,"1992-07-07","n15",NA,NA,"""D61 tagged see Nest S-8/92""; nest ""abandoned""",NA,NA,"596-68185",NA,NA,NA
"2625",NA,"1993-05-13","Pd1E","RGC","paired",NA,NA,NA,"596-68185",NA,NA,NA
"2626",NA,"1993-05-19","Pd1E","RGC","paired",NA,NA,NA,"596-68185",NA,NA,NA
"2627",NA,"1994-05-16","Pd5338","UNK","paired",NA,NA,NA,"596-68185",NA,NA,NA
"2628",NA,"1994-06-03","Pd1","SWL","PR","""@0900""",NA,NA,"596-68185",NA,NA,NA
"2629",NA,"1994-06-21","NWPd1","SWL/MC","PR","""@1840""",NA,NA,"596-68185",NA,NA,NA
"2630",NA,"1994-06-27",NA,"SWL/UL","PR","""@1208 sitting on the muskrat house""; location: ""1 Section (mile) N of Study area, W side of road""",NA,NA,"596-68185",NA,NA,NA
"2631",NA,NA,NA,NA,NA,NA,NA,NA,"596-68190",NA,NA,NA
"2632",NA,NA,NA,NA,NA,NA,NA,NA,"596-68191",NA,NA,NA
"2633",NA,"1992-07-03","n17",NA,NA,NA,NA,NA,"596-68192",NA,NA,NA
"2634",NA,"1993-04-15",NA,"RGC","paired","location: ""West of Bussiers""; ""(S of 90B)""",NA,NA,"596-68192",NA,NA,NA
"2635",NA,"1993-04-17","nPO1E","RGC","paired",NA,NA,NA,"596-68192",NA,NA,NA
"2636",NA,"1993-04-22","90B","RGC","paired",NA,NA,NA,"596-68192",NA,NA,NA
"2637",NA,"1993-04-30","Pd90B","RGC","paired",NA,NA,NA,"596-68192",NA,NA,NA
"2638",NA,"1993-05-22","Pd1W","RGC","paired",NA,NA,NA,"596-68192",NA,NA,NA
"2639",NA,"1993-06-24","Pd90A",NA,"paired",NA,NA,NA,"596-68192",NA,NA,NA
"2640",NA,NA,NA,NA,NA,NA,NA,NA,"596-68193",NA,NA,NA
"2641",NA,"1991-08-01","n28",NA,NA,NA,NA,NA,"596-68197",NA,NA,NA
"2642",NA,NA,NA,NA,NA,NA,NA,NA,"896-62827",NA,NA,NA
"2643",NA,NA,NA,NA,NA,NA,NA,NA,"896-62833",NA,NA,NA
"2644",NA,NA,NA,NA,NA,NA,NA,NA,"896-62834",NA,NA,NA
"2645",NA,NA,NA,NA,NA,"""male""",NA,NA,"896-62835",NA,NA,NA
"2646",NA,NA,NA,NA,NA,NA,NA,NA,"896-62836",NA,NA,NA
"2647",NA,NA,NA,NA,NA,NA,NA,NA,"896-62837",NA,NA,NA
"2648",NA,NA,NA,NA,NA,NA,NA,NA,"896-62844",NA,NA,NA
"2649",NA,NA,NA,NA,NA,NA,NA,NA,"896-62846",NA,NA,NA
"2650",NA,NA,NA,NA,NA,NA,NA,NA,"896-62864",NA,NA,NA
"2651",NA,NA,NA,NA,NA,NA,NA,NA,"896-62865",NA,NA,NA
"2652",NA,NA,NA,NA,NA,NA,NA,NA,"896-62869",NA,NA,NA
"2653",NA,NA,NA,NA,NA,NA,NA,NA,"896-62872",NA,NA,NA
"2654",NA,NA,NA,NA,NA,NA,NA,NA,"896-62873",NA,NA,NA
"2655",NA,NA,NA,NA,NA,NA,NA,NA,"896-62874",NA,NA,NA
"2656",NA,NA,NA,NA,NA,NA,NA,NA,"896-62877",NA,NA,NA
"2657",NA,NA,NA,NA,NA,NA,NA,NA,"896-62878",NA,NA,NA
"2658",NA,NA,NA,NA,NA,NA,NA,NA,"896-62879",NA,NA,NA
"2659",NA,NA,NA,NA,NA,NA,NA,NA,"896-62882",NA,NA,NA
"2660",NA,"1991-06-05","PD80",NA,NA,"""NEST 1""",NA,NA,"896-62883",NA,NA,NA
"2661",NA,"1994-06-20","SWEPd63","UL/MC/LH/SL","on nest","""*put Nasal markers on""; ""nest 117""",NA,NA,"896-62883",NA,NA,NA
"2662",NA,"1994-06-27","Pd65","SL","2IA's","""@1936""; 2 looks like a Z and ' looks like a 9",NA,NA,"896-62883",NA,NA,NA
"2663",NA,"1994-06-28","Pd65","SL","Pr","""@1934""",NA,NA,"896-62883",NA,NA,NA
"2664",NA,"1994-07-01","Pd65","SR","2-IA's","""@1737""; 2 looks like a Z and ' looks like a 9",NA,NA,"896-62883",NA,NA,NA
"2665",NA,"1994-07-04","Pd65","SL","2IB's Pr","""@1024""; 2 looks like a Z and ' looks like a 9",NA,NA,"896-62883",NA,NA,NA
"2666",NA,"1994-07-06","UNK","RGC","2-IB's","""@1930""; 2 looks like a Z and ' looks like a 9",NA,NA,"896-62883",NA,NA,NA
"2667",NA,"1994-07-09","Pd65","SL","2IB's Pr","""@2044""; 2 looks like a Z and ' looks like a 9",NA,NA,"896-62883",NA,NA,NA
"2668",NA,"1994-07-11","Pd65","RGC","2IIA's","2 looks like a Z and ' looks like a 9",NA,NA,"896-62883",NA,NA,NA
"2669",NA,"1994-07-14","Pd70","SR","PR","""@0915""",NA,NA,"896-62883",NA,NA,NA
"2670",NA,"1994-07-17","Pd20","RGC/SL","alone","""@1608""",NA,NA,"896-62883",NA,NA,NA
"2671",NA,"1994-07-12","Pd67","UL","Pr/copulating","""@1107""",NA,NA,"896-62883",NA,NA,NA
"2672",NA,"1995-05-09","Pd65","SWL","PR","""@1530""; ""5 years""",NA,NA,"896-62883",NA,NA,NA
"2673",NA,"1995-05-11","Pd65","RGC","PR","""@0810""; ""5 years""",NA,NA,"896-62883",NA,NA,NA
"2674",NA,"1995-05-15","Pd65","SL","PR","""5 years""",NA,NA,"896-62883",NA,NA,NA
"2675",NA,"1995-06-27","Pd65","JC","PR","""@0925""; ""5 years""",NA,NA,"896-62883",NA,NA,NA
"2676",NA,"1995-06-10",NA,"JC/RW","nesting","""@1005""; location: ""dt nest # 287 (destroyed)""; ""5 years""",NA,NA,"896-62883",NA,NA,NA
"2677",NA,"1996-08-18","Pd71","SWL","W 7Ib","""@1107""",NA,NA,"896-62883",NA,NA,NA
"2678",NA,"1996-08-19",NA,"SF","W7IA's","Location: ""?""; ' looks like a 9",NA,NA,"896-62883",NA,NA,NA
"2679",NA,"1996-08-22","Pd71","RGC","W7IB","""@morning""",NA,NA,"896-62883",NA,NA,NA
"2680",NA,"1996-08-28","Pd65","RGC","W8IC",NA,NA,NA,"896-62883",NA,NA,NA
"2681",NA,"1996-09-07","Pd67","RGC","W5IIB","""See next page"" written at bottom of page but there was no related next page",NA,NA,"896-62883",NA,NA,NA
"2682",NA,"1998-05-03","pd125N","BB","pr","""Sight good""",NA,NA,"896-62883",NA,NA,NA
"2683",NA,NA,NA,NA,NA,"Band No: ""? ""885""""",NA,NA,"896-62886",NA,NA,NA
"2684",NA,NA,NA,NA,NA,NA,NA,NA,"896-62899",NA,NA,NA
"2685",NA,NA,NA,NA,NA,NA,NA,NA,"896-62900",NA,NA,NA
"2686",NA,"1995-08-01","n310","STR/RW","Hand grabbed at nest","Location: ""E side Pd20""; > or = 5 years",NA,NA,"896-75101",NA,NA,NA
"2687",NA,"1995-08-03","Pd 20","STR","Alone","""@1145""; > or = 5 years",NA,NA,"896-75101",NA,NA,NA
"2688",NA,"1995-08-05","Pd 20","SWL","Alone","""@1937""; > or = 5 years",NA,NA,"896-75101",NA,NA,NA
"2689",NA,"1995-08-06","Pd 25","SWL","Alone","""@1915""; > or = 5 years",NA,NA,"896-75101",NA,NA,NA
"2690",NA,"1995-08-07","Pd 20","SWL","Alone","> or = 5 years",NA,NA,"896-75101",NA,NA,NA
"2691",NA,"1995-08-10","Pd 20","SWL","Alone","""@1031""; > or = 5 years",NA,NA,"896-75101",NA,NA,NA
"2692",NA,"1995-08-15","Pd 20","SWL/STR","w(wty/wty female) Lesc","""@1218""; > or = 5 years",NA,NA,"896-75101",NA,NA,NA
"2693",NA,"1995-05-10","Pd 26","ALF","Paired","""@1015""",NA,NA,"896-75101",NA,NA,NA
"2694",NA,"1996-05-15","Pd 20","Dave","Paired","""@1830""",NA,NA,"896-75101",NA,NA,NA
"2695",NA,"1996-05-21","Pd 20","JM","Pr","""@1357""",NA,NA,"896-75101",NA,NA,NA
"2696",NA,"1996-05-30","Pd 20","SWL","Pr","""@1157""",NA,NA,"896-75101",NA,NA,NA
"2697",NA,"1996-06-10","Pd 20","SWL","Pr","""@1617""",NA,NA,"896-75101",NA,NA,NA
"2698",NA,"1996-06-30","Pd 20","STR","Pr","""@1942""",NA,NA,"896-75101",NA,NA,NA
"2699",NA,"1996-07-09","Pd 20","JM","Pr","""@1700""",NA,NA,"896-75101",NA,NA,NA
"2700",NA,"1996-07-18","n316",NA,NA,"""6 Hatch""",NA,NA,"896-75101",NA,NA,NA
"2701",NA,"1996-07-23","Pd20","STR","W6Ia","""@1450""",NA,NA,"896-75101",NA,NA,NA
"2702",NA,"1996-08-06","Pd20","RGC","W6IIa","""@1305""",NA,NA,"896-75101",NA,NA,NA
"2703",NA,"1996-08-22","Pd20","SWL","W6IIc","""@0800""",NA,NA,"896-75101",NA,NA,NA
"2704",NA,NA,NA,NA,NA,NA,NA,NA,"896-75102",NA,NA,NA
"2705",NA,NA,NA,NA,NA,NA,NA,NA,"896-75103",NA,NA,NA
"2706",NA,NA,NA,NA,NA,NA,NA,NA,"896-75104",NA,NA,NA
"2707",NA,"1992-07-21","n16",NA,NA,"""Shot on 1992-11-22 2 milles E of Creole Lousianna""",NA,NA,"896-75107",NA,NA,NA
"2708",NA,NA,NA,NA,NA,NA,NA,NA,"896-75129",NA,NA,NA
"2709",NA,"1992-07-17","n13",NA,NA,NA,NA,NA,"896-75131",NA,NA,NA
"2710",NA,"1993-03-16","Pd80","BKW","Paired",NA,NA,NA,"896-75131",NA,NA,NA
"2711",NA,"1993-06-13","PdIW","RGC","Paired",NA,NA,NA,"896-75131",NA,NA,NA
"2712",NA,"1993-06-16","Pd25",NA,"Paired",NA,NA,NA,"896-75131",NA,NA,NA
"2713",NA,"1993-06-15","Pd1W","RGC",NA,NA,NA,NA,"896-75131",NA,NA,NA
"2714",NA,"1993-06-26","Pd65","RGC","Paired",NA,NA,NA,"896-75131",NA,NA,NA
"2715",NA,"1993-06-27","Pd1E","RGC/BKW","Paired",NA,NA,NA,"896-75131",NA,NA,NA
"2716",NA,"1994-06-23","Pd80","VL","Paired","""0716 hours""",NA,NA,"896-75131",NA,NA,NA
"2717",NA,"1994-06-28","Pd1","JF","PR","""@0800""",NA,NA,"896-75131",NA,NA,NA
"2718",NA,"1995-05-25","Pd5338","SWL","PR","""@1441""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2719",NA,"1995-06-02","N end Pd1","SWL","PR","""@1631""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2720",NA,"1995-06-03","Pd5338","RGC","PR","""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2721",NA,"1995-06-06","Pd3558","SWL","PR","""@1533""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2722",NA,"1995-06-09","Pd5338","STR","PR","""@1016""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
"2723",NA,"1995-06-30","Pd1E","SWL","PR","""@1836""; ""4 Years""",NA,NA,"896-75131",NA,NA,NA
